event_num,event,date,venue,city,state,country,attendance,weight_class,winner,loser,method,round,time,fight_card
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Heavyweight,Austen Lane,Justin Tafa,No Contest (accidental eye poke),1.0,29.0,Main card
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Flyweight,Joshua Van,Zhalgas Zhumagulov,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Featherweight,Jack Jenkins,Jamall Emmers,"Decision (split) (27–30, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Women's Flyweight,Maycee Barber,Amanda Ribas,TKO (punches and elbows),2.0,222.0,Main card
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Lightweight,Jose Mariscal,Trevor Peek,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Women's Strawweight,Tabatha Ricci,Gillian Robertson,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Welterweight,Randy Brown,Wellington Turman,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Featherweight,Ilia Topuria,Josh Emmett,"Decision (unanimous) (50–44, 50–42, 49–45)",5.0,300.0,Main card
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Featherweight,David Onama,Gabriel Santos,KO (punch),2.0,253.0,Main card
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Catchweight (157.25 lb),Mateusz Rębecki,Loik Radzhabov,TKO (punch),2.0,156.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Welterweight,Neil Magny,Philip Rowe,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Middleweight,Sedriques Dumas,Cody Brundage,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
652,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,Jacksonville, Florida, US,,Middleweight,Brendan Allen,Bruno Silva,Submission (rear-naked choke),1.0,279.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Flyweight,Alessandro Costa,Jimmy Flick,TKO (elbows),2.0,63.0,Preliminary card (ESPN2 / ESPN+)
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Jared Cannonier,Marvin Vettori,"Decision (unanimous) (49–45, 49–45, 48–46)",5.0,300.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Armen Petrosyan,Christian Leroy Duncan,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Flyweight,Carlos Hernandez,Denys Bondar,"Technical Decision (unanimous) (30–27, 30–27, 29–28)",3.0,299.0,Preliminary card (ESPN2 / ESPN+)
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Nicolas Dalby,Muslim Salikhov,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Manuel Torres,Nikolas Motta,KO (elbow),1.0,110.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Featherweight,Pat Sabatini,Lucas Almeida,Submission (arm-triangle choke),2.0,108.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Women's Flyweight,Tereza Bledá,Gabriella Fernandes,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (ESPN2 / ESPN+)
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Arman Tsarukyan,Joaquim Silva,TKO (punches),3.0,205.0,Main card
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Dan Argueta,Ronnie Lawrence,No Contest (overturned),1.0,140.0,Preliminary card (ESPN2 / ESPN+)
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Kang Kyung-ho,Cristian Quiñonez,Submission (rear-naked choke),1.0,145.0,Preliminary card (ESPN2 / ESPN+)
651,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,Las Vegas, Nevada, US,,Light Heavyweight,Modestas Bukauskas,Zac Pauga,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN2 / ESPN+)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Lightweight,Charles Oliveira,Beneil Dariush,TKO (punches),1.0,250.0,Main card
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Middleweight,Nassourdine Imavov,Chris Curtis,No Contest (accidental clash of heads),2.0,184.0,Preliminary card (ESPN / ESPN+)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Women's Bantamweight,Amanda Nunes (c),Irene Aldana,"Decision (unanimous) (50–44, 50–44, 50–43)",5.0,300.0,Main card
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Women's Flyweight,Jasmine Jasudavicius,Miranda Maverick,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Bantamweight,Aiemann Zahabi,Aori Qileng,KO (punches),1.0,64.0,Preliminary card (ESPN / ESPN+)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Middleweight,Marc-André Barriault,Eryk Anders,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Flyweight,Stephen Erceg,David Dvořák,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Early preliminary card (ESPN+ / UFC Fight Pass)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Welterweight,Mike Malott,Adam Fugitt,Submission (guillotine choke),2.0,66.0,Main card
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Featherweight,Kyle Nelson,Blake Bilder,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Women's Strawweight,Diana Belbiţă,Maria Oliveira,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Early preliminary card (ESPN+ / UFC Fight Pass)
650,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,Vancouver, British Columbia, Canada,17628.0,Featherweight,Dan Ige,Nate Landwehr,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Light Heavyweight,Philipe Lins,Maxim Grishin,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,John Castañeda,Muin Gafurov,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Daniel Santos,Johnny Muñoz Jr.,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Da'Mon Blackshear,Luan Lacerda,TKO (punches),2.0,234.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Muhammad Naimov,Jamie Mullarkey,TKO (punches),2.0,179.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Women's Strawweight,Elise Reed,Jinh Yu Frey,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Featherweight,Alex Caceres,Daniel Pineda,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Don'Tale Mayes,Andrei Arlovski,TKO (punches),2.0,197.0,Preliminary card (ESPN / ESPN+)
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Jim Miller,Jesse Butler,KO (punch),1.0,23.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Flyweight,Tim Elliott,Victor Altamirano,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Women's Flyweight,Karine Silva,Ketlen Souza,Submission (kneebar),1.0,105.0,Main card
649,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,Las Vegas, Nevada, US,,Flyweight,Amir Albazi,Kai Kara-France,"Decision (split) (47–48, 48–47, 48–47)",5.0,300.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Women's Strawweight,Mackenzie Dern,Angela Hill,"Decision (unanimous) (49–43, 49–44, 49–44)",5.0,300.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Catchweight (117.5 lb),Karolina Kowalkiewicz,Vanessa Demopoulos,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Joaquin Buckley,André Fialho,TKO (head kick),2.0,255.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Themba Gorimbo,Takashi Sato,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Catchweight (172.5 lb),Gilbert Urbina,Orion Cosce,TKO (front kick and knees),2.0,175.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Catchweight (120 lb),Lupita Godinez,Emily Ducote,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Carlos Diego Ferreira,Michael Johnson,KO (punch),2.0,110.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Chase Hooper,Nick Fiore,"Decision (unanimous) (30–26, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Anthony Hernandez,Edmen Shahbazyan,TKO (elbows and punches),3.0,61.0,Main card
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Women's Flyweight,Natália Silva,Victoria Leonardo,TKO (punches and head kick),1.0,178.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Viacheslav Borschev,Hayisaer Maheshate,TKO (punches),2.0,157.0,Preliminary Card (ESPN+)
648,UFC Fight Night: Dern vs. Hill,2023-05-20,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Rodrigo Nascimento,Ilir Latifi,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Welterweight,Alex Morono,Tim Means,Submission (guillotine choke),2.0,129.0,Main card
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Women's Flyweight,Mandy Böhm,Kim Ji-yeon,"Technical Decision (split) (27–28, 28–27, 28–27)",3.0,115.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Women's Bantamweight,Tainara Lisboa,Jessica-Rose Clark,Submission (rear-naked choke),3.0,260.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Heavyweight,Jailton Almeida,Jairzinho Rozenstruik,Submission (rear-naked choke),1.0,223.0,Main card
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Welterweight,Matt Brown,Court McGee,KO (punch),1.0,249.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Welterweight,Ian Machado Garry,Daniel Rodriguez,TKO (head kick and punches),1.0,177.0,Main card
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Catchweight (173 lb),Bryan Battle,Gabriel Green,KO (punch),1.0,14.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Catchweight (140 lb),Douglas Silva de Andrade,Cody Stamann,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Light Heavyweight,Carlos Ulberg,Ihor Potieria,TKO (punches),1.0,129.0,Main card
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Heavyweight,Karl Williams,Chase Sherman,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary Card (ESPN / ESPN+)
647,UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,Spectrum Center,Charlotte, North Carolina, US,18712.0,Light Heavyweight,Johnny Walker,Anthony Smith,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,300.0,Main card
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Women's Strawweight,Virna Jandiroba,Marina Rodriguez,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Catchweight (189 lb),Claudio Ribeiro,Joseph Holmes,TKO (punches),2.0,201.0,Early preliminary card (ESPN+ / UFC Fight Pass)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Featherweight,Movsar Evloev,Diego Lopes,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Main card
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Light Heavyweight,Kennedy Nzechukwu,Devin Clark,Technical Submission (guillotine choke),2.0,148.0,Preliminary card (ESPN / ESPN+)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Middleweight,Ikram Aliskerov,Phil Hawes,KO (punches),1.0,130.0,Early preliminary card (ESPN+ / UFC Fight Pass)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Women's Strawweight,Yan Xiaonan,Jéssica Andrade,KO (punches),1.0,140.0,Main card
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Lightweight,Matt Frevola,Drew Dober,TKO (punches),1.0,248.0,Preliminary card (ESPN / ESPN+)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Bantamweight,Aljamain Sterling (c),Henry Cejudo,"Decision (split) (47–48, 48–47, 48–47)",5.0,300.0,Main card
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Welterweight,Khaos Williams,Rolando Bedoya,"Decision (split) (27–30, 29–28, 29–28)",3.0,300.0,Preliminary card (ESPN / ESPN+)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Welterweight,Belal Muhammad,Gilbert Burns,"Decision (unanimous) (50–45, 49–46, 49–46)",5.0,300.0,Main card
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Heavyweight,Parker Porter,Braxton Smith,TKO (punches),1.0,130.0,Early preliminary card (ESPN+ / UFC Fight Pass)
646,UFC 288: Sterling vs. Cejudo,2023-05-06,Prudential Center,Newark, New Jersey, US,17559.0,Featherweight,Charles Jourdain,Kron Gracie,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Trey Waters,Joshua Quinlan,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Marcos Rogério de Lima,Waldo Cortes-Acosta,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Catchweight (140 lb),Marcus McGhee,Journey Newson,Submission (rear-naked choke),2.0,123.0,Preliminary Card (ESPN2 / ESPN+)
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Flyweight,Cody Durden,Charles Johnson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (ESPN2 / ESPN+)
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Catchweight (137.5 lb),Jamey-Lyn Horth,Hailey Cowan,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN2 / ESPN+)
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Song Yadong,Ricky Simón,TKO (punches),5.0,70.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Catchweight (140 lb),Irina Alekseeva,Stephanie Egger,Submission (kneebar),1.0,131.0,Preliminary Card (ESPN2 / ESPN+)
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Rodolfo Vieira,Cody Brundage,Submission (arm-triangle choke),2.0,88.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Martin Buday,Jake Collier,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN2 / ESPN+)
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Caio Borralho,Michał Oleksiejczuk,Submission (rear-naked choke),2.0,169.0,Main card
645,UFC on ESPN: Song vs. Simón,2023-04-29,UFC Apex,Las Vegas, Nevada, US,,Featherweight,Fernando Padilla,Julian Erosa,TKO (punches),1.0,101.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Mohammad Usman,Junior Tafa,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN+)
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Women's Flyweight,Iasmin Lucindo,Brogan Walker-Sanchez,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Bobby Green,Jared Gordon,No Contest (accidental clash of heads),1.0,275.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Welterweight,Jeremiah Wells,Matthew Semelsberger,"Decision (split) (30–27, 28–29, 30–27)",3.0,300.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Lightweight,Christos Giagos,Ricky Glenn,KO (punch),1.0,95.0,Preliminary Card (ESPN+)
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Middleweight,Bruno Silva,Brad Tavares,TKO (knee and punch),1.0,215.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Brady Hiestand,Danaa Batgerel,TKO (punches),3.0,261.0,Preliminary Card (ESPN+)
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Catchweight (147 lb),William Gomis,Francis Marshall,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (ESPN+)
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Heavyweight,Sergei Pavlovich,Curtis Blaydes,TKO (punches),1.0,188.0,Main card
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Women's Featherweight,Norma Dumont,Karol Rosa,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (ESPN+)
644,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,UFC Apex,Las Vegas, Nevada, US,,Bantamweight,Montel Jackson,Rani Yahya,KO (punches),1.0,222.0,Preliminary Card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Light Heavyweight,Ion Cuțelaba,Tanner Boser,TKO (punches),1.0,125.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Catchweight (136.5 lb),Joselyne Edwards,Lucie Pudilová,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Bantamweight,Gastón Bolaños,Aaron Phillips,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Women's Strawweight,Gillian Robertson,Piera Rodríguez,Submission (armbar),2.0,261.0,Preliminary card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Bantamweight,Pedro Munhoz,Chris Gutiérrez,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Featherweight,Max Holloway,Arnold Allen,"Decision (unanimous) (49–46, 49–46, 48–47)",5.0,300.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Lightweight,Daniel Zellhuber,Lando Vannata,"Decision (unanimous) (29–27, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Light Heavyweight,Azamat Murzakanov,Dustin Jacoby,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Lightweight,Rafa García,Clay Guida,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Featherweight,Edson Barboza,Billy Quarantillo,KO (knee),1.0,157.0,Main card
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Women's Strawweight,Denise Gomes,Bruna Brasil,TKO (punches),2.0,162.0,Preliminary card (ESPN+)
643,UFC on ESPN: Holloway vs. Allen,2023-04-15,T-Mobile Center,Kansas City, Missouri, US,16234.0,Light Heavyweight,Zak Cummings,Ed Herman,TKO (punches),3.0,253.0,Preliminary card (ESPN+)
