event_num,event,date,venue,city,state,country,attendance,weight_class,winner,loser,method,round,time,fight_card
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Lightweight,Nate Diaz,Michael Johnson,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Featherweight,Cole Miller,Jim Alers,No Contest (accidental eye poke),2.0,104.0,Preliminary Card (Fox Sports 1)
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Women's Strawweight,Karolina Kowalkiewicz,Randa Markos,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Main card
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Lightweight,Rafael dos Anjos (c),Donald Cerrone,TKO (body kick and punches),1.0,66.0,Main card
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Welterweight,Kamaru Usman,Leon Edwards,"Decision (unanimous) (29–28, 30–27, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Lightweight,Nik Lentz,Danny Castillo,"Decision (split) (28–29, 29–28, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 1)
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Welterweight,Vicente Luque,Hayder Hassan,Technical Submission (anaconda choke),1.0,133.0,Preliminary Card (UFC Fight Pass)
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Catchweight (150.5 lb),Charles Oliveira,Myles Jury,Submission (guillotine choke),1.0,184.0,Preliminary Card (Fox Sports 1)
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Heavyweight,Alistair Overeem,Junior dos Santos,TKO (punches),2.0,283.0,Main card
344,UFC on Fox: dos Anjos vs. Cowboy 2,2015-12-19,Amway Center,Orlando, Florida, US,14459.0,Middleweight,Nate Marquardt,C. B. Dollaway,KO (punch),2.0,28.0,Preliminary Card (Fox Sports 1)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Welterweight,Court McGee,Márcio Alexandre Jr.,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Lightweight,Leonardo Santos,Kevin Lee,TKO (punches),1.0,206.0,Preliminary Card (Fox Sports 1)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Welterweight,Warlley Alves,Colby Covington,Submission (guillotine choke),1.0,86.0,Preliminary Card (Fox Sports 1)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Lightweight,Yancy Medeiros,John Makdessi,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Lightweight,Magomed Mustafaev,Joe Proctor,TKO (knees and punches),1.0,114.0,Preliminary Card (UFC Fight Pass)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Middleweight,Yoel Romero,Ronaldo Souza,"Decision (split) (29–27, 28–29, 29–28)",3.0,300.0,Main card
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Women's Strawweight,Tecia Torres,Jocelyn Jones-Lybarger,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 1)
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Welterweight,Demian Maia,Gunnar Nelson,"Decision (unanimous) (30–26, 30–25, 30–25)",3.0,300.0,Main card
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Featherweight,Conor McGregor (ic),José Aldo (c),KO (punch),1.0,13.0,Main card
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Middleweight,Luke Rockhold,Chris Weidman (c),TKO (punches),4.0,192.0,Main card
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Featherweight,Max Holloway,Jeremy Stephens,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card
343,UFC 194: Aldo vs. McGregor,2015-12-12,MGM Grand Garden Arena,Las Vegas, Nevada, US,16516.0,Bantamweight,Urijah Faber,Frankie Saenz,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 1)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Lightweight,Sage Northcutt,Cody Pfister,Submission (guillotine choke),2.0,41.0,Main card
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Women's Strawweight,Rose Namajunas,Paige VanZant,Submission (rear-naked choke),5.0,145.0,Main card
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Bantamweight,Aljamain Sterling,Johnny Eduardo,Submission (guillotine choke),2.0,258.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Lightweight,Michael Chiesa,Jim Miller,Submission (rear-naked choke),2.0,177.0,Main card
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Welterweight,Sérgio Moraes,Omari Akhmedov,TKO (punches),3.0,138.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Middleweight,Thiago Santos,Elias Theodorou,"Decision (unanimous) (29–28, 29–27, 29–27)",3.0,300.0,Main card
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Welterweight,Tim Means,John Howard,KO (punch),2.0,21.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Welterweight,Santiago Ponzinibbio,Andreas Ståhl,TKO (punches),1.0,265.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Featherweight,Zubaira Tukhugov,Phillipe Nover,"Decision (split) (28–29, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Welterweight,Danny Roberts,Nathan Coy,Technical Submission (triangle choke),1.0,166.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Middleweight,Antônio Carlos Júnior,Kevin Casey,No Contest (accidental eye poke),1.0,11.0,Preliminary Card (UFC Fight Pass)
341,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,The Chelsea at The Cosmopolitan,Las Vegas, Nevada, US,1643.0,Women's Strawweight,Kailin Curran,Emily Kagan,Submission (rear-naked choke),2.0,253.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Welterweight,Alberto Mina,Yoshihiro Akiyama,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Middleweight,Yang Dongi,Jake Collier,TKO (punches),2.0,110.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Lightweight,Tae Hyun Bang,Leo Kuntz,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Welterweight,Dominique Steele,Dong Hyun Ma,KO (slam),3.0,27.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Welterweight,Benson Henderson,Jorge Masvidal,"Decision (split) (47–48, 48–47, 49–46)",5.0,300.0,Main card
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Featherweight,Choi Doo-ho,Sam Sicilia,TKO (punches),1.0,93.0,Main card
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Flyweight,Fredy Serrano,Yao Zhikui,TKO (arm injury),1.0,44.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Featherweight,Mike De La Torre,Yui Chul Nam,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Women's Strawweight,Seo Hee Ham,Cortney Casey,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Bantamweight,Marco Beltrán,Ning Guangyou,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
340,UFC Fight Night: Henderson vs. Masvidal,2015-11-28,Olympic Gymnastics Arena,,Seoul, South Korea,12156.0,Welterweight,Dong Hyun Kim,Dominic Waters,TKO (punches),1.0,191.0,Main card
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Welterweight,Kyle Noke,Peter Sobotta,TKO (front kick to the body and punches),1.0,121.0,Preliminary Card (Fox Sports 1)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Heavyweight,Jared Rosholt,Stefan Struve,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Lightweight,Jake Matthews,Akbarh Arreola,TKO (doctor stoppage),2.0,300.0,Preliminary Card (Fox Sports 1)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Heavyweight,Mark Hunt,Antônio Silva,TKO (punches),1.0,221.0,Main card
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Welterweight,Richard Walsh,Steve Kennedy,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Light Heavyweight,Gian Villante,Anthony Perosh,KO (punch),1.0,176.0,Preliminary Card (Fox Sports 1)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Flyweight,Ben Nguyen,Ryan Benoit,Submission (rear-naked choke),1.0,155.0,Preliminary Card (UFC Fight Pass)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Flyweight,Danny Martinez,Richie Vaculik,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 1)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Women's Strawweight,Joanna Jędrzejczyk (c),Valérie Létourneau,"Decision (unanimous) (49–46, 49–46, 50–45)",5.0,300.0,Main card
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Middleweight,Robert Whittaker,Uriah Hall,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Middleweight,Dan Kelly,Steve Montgomery,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Welterweight,James Moontasri,Anton Zafir,"TKO (spinning back kick, spinning back fist and punches)",1.0,276.0,Preliminary Card (UFC Fight Pass)
338,UFC 193: Rousey vs. Holm,2015-11-15,Etihad Stadium,,Melbourne, Australia,56214.0,Women's Bantamweight,Holly Holm,Ronda Rousey (c),KO (head kick and punches),2.0,59.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Lightweight,Johnny Case,Yan Cabral,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (Fox Sports 1)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Bantamweight,Matheus Nicolau,Bruno Rodrigues,Submission (Japanese necktie),3.0,207.0,Preliminary Card (UFC Fight Pass)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Lightweight,Rashid Magomedov,Gilbert Burns,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Lightweight,Alex Oliveira,Piotr Hallmann,KO (punch),3.0,51.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Light Heavyweight,Glover Teixeira,Patrick Cummins,TKO (punches),2.0,72.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Light Heavyweight,Corey Anderson,Fábio Maldonado,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Featherweight,Chas Skelly,Kevin Souza,Submission (rear-naked choke),2.0,116.0,Preliminary Card (Fox Sports 1)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Lightweight,Abel Trujillo,Gleison Tibau,Disqualification (overturned),1.0,105.0,Preliminary Card (Fox Sports 1)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Featherweight,Thiago Tavares,Clay Guida,Submission (guillotine choke),1.0,39.0,Preliminary Card (Fox Sports 1)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Bantamweight,Thomas Almeida,Anthony Birchak,KO (punches),1.0,264.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Bantamweight,Jimmie Rivera,Pedro Munhoz,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Middleweight,Vitor Belfort,Dan Henderson,KO (head kick and punches),1.0,127.0,Main card
337,UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,Ginásio do Ibirapuera,,São Paulo, Brazil,10628.0,Welterweight,Viscardi Andrade,Gasan Umalatov,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Middleweight,Krzysztof Jotko,Scott Askham,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Lightweight,Norman Parke,Reza Madadi,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Flyweight,Louis Smolka,Paddy Holohan,Submission (rear-naked choke),2.0,249.0,Main card
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Lightweight,Stevie Ray,Mickael Lebout,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Middleweight,Garreth McLellan,Bubba Bush,TKO (punches),3.0,298.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Featherweight,Darren Elkins,Robert Whiteford,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Welterweight,Tom Breese,Cathal Pendred,TKO (punches),1.0,277.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Flyweight,Neil Seery,Jon Delos Reyes,Submission (guillotine choke),2.0,252.0,Main card
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Women's Strawweight,Aisling Daly,Ericka Almeida,"Decision (unanimous) (30–27, 29–27, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
336,UFC Fight Night: Holohan vs. Smolka,2015-10-24,3Arena,,Dublin, Ireland,9500.0,Welterweight,Darren Till,Nicolas Dalby,"Draw (majority) (29–28, 28–28, 28–28)",3.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Catchweight (160 lb),Sage Northcutt,Francisco Treviño,TKO (elbows and punches),1.0,57.0,Preliminary Card (UFC Fight Pass)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Light Heavyweight,Ryan Bader,Rashad Evans,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Featherweight,Yair Rodríguez,Dan Hooker,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,300.0,Preliminary Card (Fox Sports 1)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Flyweight,Joseph Benavidez,Ali Bagautinov,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Light Heavyweight,Daniel Cormier (c),Alexander Gustafsson,"Decision (split) (47–48, 48–47, 49–46)",5.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Women's Bantamweight,Julianna Peña,Jessica Eye,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Women's Strawweight,Rose Namajunas,Angela Hill,Submission (standing rear-naked choke),1.0,167.0,Preliminary Card (Fox Sports 1)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Lightweight,Adriano Martins,Islam Makhachev,KO (punch),1.0,106.0,Preliminary Card (Fox Sports 1)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Heavyweight,Derrick Lewis,Viktor Pešta,TKO (punches),3.0,75.0,Preliminary Card (UFC Fight Pass)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Heavyweight,Ruslan Magomedov,Shawn Jordan,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,300.0,Main card
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Flyweight,Sergio Pettis,Chris Cariaso,"Decision (unanimous) (29–27, 29–27, 29–28)",3.0,300.0,Preliminary Card (UFC Fight Pass)
335,UFC 192: Cormier vs. Gustafsson,2015-10-03,Toyota Center,Houston, Texas, US,14622.0,Welterweight,Albert Tumenov,Alan Jouban,TKO (head kick and punches),1.0,175.0,Preliminary Card (Fox Sports 1)
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Flyweight,Kyoji Horiguchi,Chico Camus,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Lightweight,Nick Hein,Yusuke Kasuya,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Preliminary Card (Fox Sports 2)
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Welterweight,Shinsho Anzai,Roger Zapata,TKO (hand injury),3.0,47.0,Preliminary Card (Fox Sports 2)
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Bantamweight,Takeya Mizugaki,George Roop,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Featherweight,Diego Brandao,Katsunori Kikuno,TKO (punches),1.0,28.0,Main card
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Featherweight,Mizuto Hirota,Teruto Ishihara,"Draw (split) (28–29, 29–28, 29–29)",3.0,300.0,Main card
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Lightweight,Kajan Johnson,Naoyuki Kotani,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 2)
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Middleweight,Uriah Hall,Gegard Mousasi,TKO (flying knee and punches),2.0,25.0,Main card
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Welterweight,Keita Nakamura,Li Jingliang,Technical Submission (standing rear-naked choke),3.0,137.0,Preliminary Card (Fox Sports 2)
334,UFC Fight Night: Barnett vs. Nelson,2015-09-27,Saitama Super Arena,,Saitama, Japan,10137.0,Heavyweight,Josh Barnett,Roy Nelson,"Decision (unanimous) (48–47, 48–47, 50–45)",5.0,300.0,Main card
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Middleweight,Joe Riggs,Ron Stallings,Disqualification (illegal upkick),2.0,148.0,Preliminary Card (UFC Fight Pass)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Flyweight,Demetrious Johnson (c),John Dodson,"Decision (unanimous) (49–46, 49–46, 50–45)",5.0,300.0,Main card
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Featherweight,Tiago Trator,Clay Collard,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary Card (Fox Sports 1)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Lightweight,Joaquim Silva,Nazareno Malegarie,"Decision (split) (28–29, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Women's Bantamweight,Raquel Pennington,Jéssica Andrade,Submission (rear-naked choke),2.0,298.0,Preliminary Card (Fox Sports 1)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Lightweight,Ross Pearson,Paul Felder,"Decision (split) (28–29, 30–27, 29–28)",3.0,300.0,Preliminary Card (Fox Sports 1)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Women's Strawweight,Paige VanZant,Alex Chambers,Submission (armbar),3.0,61.0,Main card
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Light Heavyweight,Corey Anderson,Jan Błachowicz,"Decision (unanimous) (30–25, 30–25, 29–26)",3.0,300.0,Main card
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Heavyweight,Andrei Arlovski,Frank Mir,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Main card
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Bantamweight,John Lineker,Francisco Rivera,Submission (guillotine choke),1.0,128.0,Preliminary Card (Fox Sports 1)
333,UFC 191: Johnson vs. Dodson 2,2015-09-05,MGM Grand Garden Arena,Las Vegas, Nevada, US,10873.0,Light Heavyweight,Anthony Johnson,Jimi Manuwa,KO (punches),2.0,28.0,Main card
332,UFC Fight Night: Holloway vs. Oliveira,2015-08-23,SaskTel Centre,Saskatoon, Saskatchewan, Canada,7202.0,Featherweight,Max Holloway,Charles Oliveira,TKO (esophagus injury),1.0,99.0,Main card
332,UFC Fight Night: Holloway vs. Oliveira,2015-08-23,SaskTel Centre,Saskatoon, Saskatchewan, Canada,7202.0,Welterweight,Neil Magny,Erick Silva,"Decision (split) (28–29, 29–28, 30–27)",3.0,300.0,Main card
