event_num,event,date,venue,attendance,city,state,country,weight_class,winner,loser,method,round,time,fight_card,event_name,link
250,Bellator 247,2020-10-01,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Women's Flyweight,Denise Kielholtz,Kate Jackson,KO (punches),1.0,43.0,Main card,Bellator 247,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
250,Bellator 247,2020-10-01,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Women's Flyweight,Mandy Böhm,Griet Eeckhout,"Decision (unanimous) (30-27, 30-27, 30-26)",3.0,300.0,Preliminary card,Bellator 247,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
250,Bellator 247,2020-10-01,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Welterweight,Constantin Gnusariev,Kywan Gracie,"Decision (unanimous) (30-27, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 247,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
250,Bellator 247,2020-10-01,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Middleweight,Norbert Novenyi Jr.,Laid Zerhouni,Submission (triangle choke),1.0,276.0,Main card,Bellator 247,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Women's Strawweight,Danni McCormack,Claire Lopez,Submission (rear-naked choke),2.0,225.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Lightweight,Daniel Scatizzi,Gavin Hughes,Submission (guillotine choke),1.0,101.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Middleweight,Will Fleury,Kent Kauppinen,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Main card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Featherweight,Adien Lee,Jeremy Petley,KO (knee),2.0,82.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Lightweight,Alfie Davis,Akonne Wanliss,"Decision (unanimous) (30-26, 30-27, 30-27)",3.0,300.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Women's Strawweight,Chiara Penco,Aleksandra Plamenova,TKO (elbows),2.0,267.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Bantamweight,Frans Mlambo,Corey Tait,"Decision (unanimous) (30-27, 29-28, 29-27)",3.0,300.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Middleweight,Costello van Steenis,Fabian Edwards,"Decision (split) (28-29, 28-27, 29-28)",3.0,300.0,Main card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Light Heavyweight,Luke Trainer,Alex O'Toole,TKO (punches),1.0,82.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Middleweight,Michael Shipman,Pietro Penini,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Main card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Welterweight,Ion Pascu,Stefano Paterno,"Decision (unanimous) (29-28, 30-27, 30-27)",3.0,300.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Featherweight,Richie Smullen,Harry Hardwick,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
249,Bellator Milan 2,2020-09-26,Ex Palalido (Allianz Cloud),0.0,,Milan, Italy,Lightweight,George Hardwick,Nicolò Solli,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Preliminary card,Bellator Milan 2,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (157 lb),Keoni Diggs,Derek Campos,Technical Submission (rear-naked choke),3.0,299.0,Main card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Middleweight,Ty Gwerder,Tuco Tokkos,TKO (punch and knee),3.0,65.0,Preliminary card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Middleweight,Daniel Madrid,Pat Casey,"Decision (split) (28-29, 30-27, 29-28)",3.0,300.0,Preliminary card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (131.7 lb),Liz Carmouche,DeAnna Bennett,Submission (rear-naked choke),3.0,197.0,Main card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Bantamweight,Juan Archuleta,Patchy Mix,"Decision (unanimous) (49-46, 48-47, 48-47)",5.0,300.0,Main card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Welterweight,Neiman Gracie,Jon Fitch,Submission (heel hook),2.0,287.0,Main card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
248,Bellator 246,2020-09-12,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Heavyweight,Davion Franklin,Ras Hylton,"Technical Decision (unanimous) (30-27, 30-27, 30-27)",3.0,97.0,Preliminary card,Bellator 246,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (144 lb),Keith Lee,Vinicius Zani,"Decision (unanimous) (30-27, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Middleweight,Taylor Johnson,Ed Ruth,Submission (inverted heel hook),1.0,59.0,Main card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Welterweight,Raymond Daniels,Peter Stanonik,No Contest (accidental groin kick),2.0,60.0,Main card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Light Heavyweight,Alex Polizzi,Rafael Carvalho,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Preliminary card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Light Heavyweight,Phil Davis,Lyoto Machida,"Decision (split) (28-29, 29-28, 29-28)",3.0,300.0,Main card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Leslie Smith,Amanda Bell,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Cat Zingano,Gabby Holloway,"Decision (unanimous) (29-27, 30-26, 30-26)",3.0,300.0,Main card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
247,Bellator 245,2020-09-11,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Heavyweight,Tyrell Fortune,Jack May,No Contest (accidental groin strike),1.0,162.0,Preliminary card,Bellator 245,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Heavyweight,Valentin Moldavsky,Roy Nelson,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Main card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Lightweight,Sidney Outlaw,Adam Piccolotti,"Decision (split) (28-29, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Bantamweight,Josh Hill,Érik Pérez,"Decision (unanimous) (29-28, 30-27, 30-27)",3.0,300.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Middleweight,John Salter,Andrew Kapel,Submission (arm-triangle choke),3.0,191.0,Main card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Light Heavyweight,Vadim Nemkov,Ryan Bader (c),TKO (head kick and punches),2.0,182.0,Main card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (147 lb),Weber Almeida,Salim Mukhidinov,TKO (punches),1.0,237.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Julia Budd,Jessy Miele,"Decision (unanimous) (30-26, 30-27, 30-27)",3.0,300.0,Main card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Lucas Brennan,Will Smith,TKO (punches),2.0,254.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (150 lb),John de Jesus,Vladyslav Parubchenko,"Decision (unanimous) (29-28, 30-27, 29-28)",3.0,300.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Lightweight,Chris Gonzalez,Vladimir Tokov,"Decision (split) (28-29, 29-28, 30-27)",3.0,300.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
246,Bellator 244,2020-08-21,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (175 lb),Yaroslav Amosov,Mark Lemminger,TKO (doctor stoppage),1.0,300.0,Preliminary card,Bellator 244,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (150 lb),Ádám Borics,Mike Hamel,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Lightweight,Myles Jury,Georgi Karakhanyan,"Decision (split) (27-30, 30-27, 29-28)",3.0,300.0,Main card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Middleweight,Dalton Rosta,Mark Gardner,TKO (doctor stoppage),1.0,300.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Catchweight (175 lb),Sabah Homasi,Curtis Millender,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Main card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Women's Flyweight,Valerie Loureda,Tara Graff,TKO (punches),2.0,300.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Lightweight,Charlie Campbell,Nainoa Dung,TKO (leg kicks),2.0,102.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Heavyweight,Timothy Johnson,Matt Mitrione,TKO (punches),1.0,194.0,Main card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Lightweight,Michael Chandler,Benson Henderson,KO (punches),1.0,129.0,Main card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Cris Lencioni,AJ Agazarm,"Decision (unanimous) (30-26, 30-27, 29-28)",3.0,300.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
245,Bellator 243,2020-08-07,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Light Heavyweight,Grant Neal,Hamza Salim,"Decision (unanimous) (30-26, 30-27, 30-24)",3.0,300.0,Preliminary card,Bellator 243,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Welterweight,Jason Jackson,Jordan Mein,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Main card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Bantamweight,Sergio Pettis,Ricky Bandejas,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Main card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Jay Jay Wilson,Tywan Claxton,"Decision (split) (27-30, 29-28, 30-27)",3.0,300.0,Main card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Welterweight,Mark Lemminger,Jake Smith,TKO (punches),2.0,286.0,Preliminary card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Bantamweight,Raufeon Stots,Cass Bell,Submission (rear-naked choke),3.0,84.0,Preliminary card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Featherweight,Aaron Pico,Solo Hatley Jr.,Submission (rear-naked choke),1.0,130.0,Main card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
244,Bellator 242,2020-07-24,Mohegan Sun Arena,0.0,Uncasville, Connecticut, US,Heavyweight,Ras Hylton,Rudy Schaffroth,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 242,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
—,Bellator 244 (Cancelled),2020-06-06,Wintrust Arena,,Chicago, Illinois, US,,,,,,,,,
—,Bellator 243 (Cancelled),2020-05-29,Pechanga Resort and Casino,,Temecula, California, US,,,,,,,,,
—,Bellator London 3 (Cancelled),2020-05-16,SSE Arena,,,London, England,,,,,,,,,
—,Bellator 242 (Cancelled),2020-05-09,SAP Center,,San Jose, California, US,,,,,,,,,
—,Bellator 241 (Cancelled),2020-03-13,Mohegan Sun Arena,,Uncasville, Connecticut, US,,,,,,,,,
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Featherweight,Ciaran Clarke,Jamie Faulding,"Decision (unanimous) (30-26, 30-26, 29-27)",3.0,300.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Welterweight,Austin Clem,Aaron Chalmers,"Decision (unanimous) (30-27, 30-27, 30-26)",3.0,300.0,Main card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Featherweight,Ilias Bulaid,Diego Freitas,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,300.0,Postliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Featherweight,Ricky Bandejas,Frans Mlambo,KO (punches),2.0,85.0,Bellator 240 card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Lightweight,Georgi Karakhanyan,Paul Redmond,Submission (guillotine choke),2.0,42.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Lightweight,Constantin Blanita,Asael Adjoudj,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Catchweight (160 lb),Kiefer Crosbie,Iamik Furtado,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Bellator 240 card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Middleweight,Charlie Ward,Kyle Kurtz,TKO (punches),3.0,264.0,Main card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Catchweight (180 lb),George Hardwick,Richard Kiely,Submission (guillotine choke),2.0,220.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Women's Featherweight,Leah McCourt,Judith Ruis,"Decision (unanimous) (29-28, 29-28, 30-27)",3.0,300.0,Main card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Lightweight,Christopher Duncan,Mateusz Piskorz,TKO (punches),2.0,163.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Middleweight,Will Fleury,Justin Moore,Submission (arm-triangle choke),1.0,254.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Featherweight,Calum Murrie,Dylan Logan,Submission (rear-naked choke),1.0,242.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Featherweight,Alberth Dias,Richie Smullen,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Women's Strawweight,Danni Neilan,Chiara Penco,"Decision (unanimous) (30-27, 30-27, 29-28)",3.0,300.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Lightweight,Brent Primus,Chris Bungard,Submission (Neck crank),1.0,115.0,Bellator 240 card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Women's Flyweight,Bec Rawlings,Elina Kallionidou,"Decision (unanimous) (30-27, 30-27, 29-28)",3.0,300.0,Bellator 240 card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Flyweight,Blaine O'Driscoll,Ezzoubair Bouarsa,TKO (punches),1.0,252.0,Preliminary card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
243,Bellator Dublin 2/240,2020-02-22,3Arena,,,Dublin, Ireland,Welterweight,Oliver Enkamp,Lewis Long,KO (spinning back fist),1.0,250.0,Bellator 240 card,Bellator 240,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Light Heavyweight,Grant Neal,Claude Wilcox,TKO (punches),3.0,217.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Featherweight,Teejay Britton,Gabriel Varga,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Catchweight (175 lb),Kyle Crutchmer,Scott Futrell,Submission (anaconda choke),1.0,178.0,Postliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Heavyweight,Timothy Johnson,Tyrell Fortune,KO (punch),1.0,155.0,Main card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Lightweight,Myles Jury,Brandon Girtz,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Main card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Featherweight,Cris Lencioni,Salim Mukhidinov,"Decision (split) (28-29, 29-28, 29-28)",3.0,300.0,Postliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Light Heavyweight,Christian Edwards,Marco Hutchison,"Decision (unanimous) (30-26, 30-26, 30-25)",3.0,300.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Featherweight,Kevin Croom,Adil Benjilany,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Postliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Welterweight,Yaroslav Amosov,Ed Ruth,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Main card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Bantamweight,Keith Lee,Shawn Bunch,"Decision (unanimous) (30-26, 29-28, 29-27)",3.0,300.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Heavyweight,Davion Franklin,J.W. Kiser,TKO (punches),1.0,100.0,Postliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Featherweight,Solo Hatley,Gaston Bolanos,"Decision (split) (29-28, 28-29, 29-28)",3.0,300.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Bantamweight,Josh Hill,Vinicius Zani,"Decision (unanimous) (30-27, 29-28, 29-28)",3.0,300.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Women's Flyweight,Denise Kielholtz,Kristina Williams,Submission (rear-naked choke),1.0,135.0,Preliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Heavyweight,Valentin Moldavsky,Javy Ayala,"Decision (unanimous) (30-25, 30-24, 30-24)",3.0,300.0,Main card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
242,Bellator 239,2020-02-21,WinStar World Casino,,Thackerville, Oklahoma, US,Lightweight,Chris Gonzalez,Aaron McKenzie,"Decision (split) (30-27, 28-29, 30-27)",3.0,300.0,Postliminary card,Bellator 239,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
241,Bellator 238,2020-01-25,The Forum,,Inglewood, California, US,Welterweight,Miguel Jacob,David Pacheco,"Decision (unanimous) (30-27, 30-26, 30-27)",3.0,300.0,Preliminary card,Bellator 238,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
241,Bellator 238,2020-01-25,The Forum,,Inglewood, California, US,Lightweight,Ricardo Seixas,Dominic Clark,TKO (front kick and punches),1.0,34.0,Postliminary card,Bellator 238,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
241,Bellator 238,2020-01-25,The Forum,,Inglewood, California, US,Welterweight,Raymond Daniels,Jason King,TKO (punches),1.0,187.0,Main card,Bellator 238,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
241,Bellator 238,2020-01-25,The Forum,,Inglewood, California, US,Featherweight,Aaron Pico,Daniel Carey,KO (punch),2.0,15.0,Preliminary card,Bellator 238,https://en.wikipedia.org//wiki/Bellator_MMA_in_2020
