event_num,event,date,venue,city,state,country,attendance,weight_class,winner,loser,method,round,time,notes,fight_card,event_name
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Middleweight,Reinier de Ridder (c),Vitaly Bigdash,Technical Submission (inverted triangle choke),1.0,209.0,[a],Main card,ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Welterweight,Valmir da Silva,Jin Tae-ho,Submission (guillotine choke),2.0,295.0,,Lead Card (YouTube/Watch ONE),ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight Muay Thai,Muangthai P.K.Saenchai,Vladimir Kuzmin,Decision (split),3.0,180.0,,Main card,ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight,Marat Gafurov,Ariel Sexton,TKO (punches),3.0,255.0,,Lead Card (YouTube/Watch ONE),ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight Kickboxing,Zhang Peimian,Aslanbek Zikreev,Decision (unanimous),3.0,180.0,,Main card,ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight Muay Thai,Jamal Yusupov,Jo Nattawut,Decision (unanimous),3.0,180.0,,Main card,ONE 159
205,ONE 159: de Ridder vs. Bigdash,2022-07-22,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight,Danial Williams,Zelang Zhaxi,KO (punch),1.0,260.0,,Main card,ONE 159
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight,Reece McLaren,Xie Wei,Submission (rear-naked choke),1.0,222.0,,Main card,ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight,Gurdarshan Mangat,Yodkaikaew Fairtex,Decision (split),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight Muay Thai,Tawanchai P.K.Saenchai,Niclas Larsen,KO (punch),2.0,102.0,,Main card,ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight,Odie Delaney,Mehdi Barghi,Submission (straight armlock),2.0,142.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight,Fabrício Andrade,Kwon Won-il,KO (body kick),1.0,62.0,,Main card,ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Atomweight,Jenelyn Olsim,Julie Merzabarba,Decision (split),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight,Marcus Almeida,Simon Carson,TKO (punches),1.0,144.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight,Jasur Mirzamukhamedov,Duke Didier,Decision (split),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight,Alex Silva,Adrian Mattheis,Submission (heel hook),1.0,214.0,,Main card,ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight Kickboxing,Constantin Rusu,Marouan Toutouh,Decision (unanimous),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight,Edson Marques,Kim Kyung-lock,Decision (unanimous),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight,Kairat Akhmetov,Tatsumitsu Wada,Decision (unanimous),3.0,300.0,,Main card,ONE 158
204,ONE 158: Tawanchai vs. Larsen,2022-06-03,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight Kickboxing,Guto Inocente,Rade Opačić,KO (punch to the body),1.0,153.0,,Main card,ONE 158
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight Muay Thai,Savvas Michael,Amir Naseri,Decision (unanimous),3.0,180.0,[f],Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight Muay Thai,Walter Goncalves,Josue Cruz,TKO (knees),1.0,35.0,[d],Main card,ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight Muay Thai,Sherzod Kabutov,Denis Purić,Decision (unanimous),3.0,180.0,[g],Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight Muay Thai,Superlek Kiatmoo9,Taiki Naito,Decision (unanimous),3.0,180.0,[e],Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Strawweight,Nat Jaroonsak,Zeba Bano,Submission (armbar),1.0,82.0,,Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight Muay Thai,Joseph Lasiri,Prajanchai P.K.Saenchai (c),TKO (retirement),3.0,180.0,[b],Main card,ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight Muay Thai,Petchmorakot Petchyindee (c),Jimmy Vienot,Decision (split),5.0,180.0,[a],Main card,ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight Muay Thai,Rodtang Jitmuangnon,Jacob Smith,Decision (unanimous),3.0,180.0,[c],Main card,ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Atomweight,Alyse Anderson,Asha Roka,Submission (triangle choke),1.0,124.0,,Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight,Elipitua Siregar,Robin Catalan,Submission (anaconda choke),1.0,178.0,,Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight Kickboxing,Mohammed Boutasaa,Davit Kiria,Decision (unanimous),3.0,180.0,,Lead Card (YouTube / Watch ONE),ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight Submission Grappling,Tye Ruotolo,Garry Tonon,Submission (D'Arce choke),1.0,87.0,,Main card,ONE 157
203,ONE 157: Petchmorakot vs. Vienot,2022-05-20,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight Submission Grappling,Kade Ruotolo,Shinya Aoki,Decision (unanimous),1.0,600.0,,Main card,ONE 157
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Marcus Mcghee,Rodney Mondala,KO/TKO,1.0,58.0,,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Mark Coates,Raphael Montini,Submission (Rear-Naked Choke),1.0,217.0,,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,O’Shay Jordan,Talal Yousufzai,Submission (Rear-Naked Choke),2.0,74.0,Amateur,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Abdul Kamara,Ryan Mondala,Submission (Rear-Naked Choke),1.0,131.0,,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,Terrance Jean-Jacques,Yimaz Wildman,Decision (Unanimous),3.0,300.0,RUF MMA Road to ONE Final,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Featherweight 66 kg,Devin Ray,Steve Hernandez,Submission (Rear-Naked Choke),1.0,28.0,Amateur,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Adam Ortiz,Talon Glasser,Submission (Rear-Naked Choke),2.0,75.0,,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Lightweight 70 kg,Enrique Barcenas,Caleb Encinas,TKO (Punches),1.0,99.0,Amateur,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Catchweight 59 kg,Anthony Rees,Brandon Elizondo,Decision (Unanimous),1.0,180.0,Amateur,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Light Heavyweight 93 kg,Patrick Baughman,Matthew Stanger,TKO (Punches),1.0,45.0,Amateur,Main card,Road to ONE Championship: RUF 47
202,Road to ONE Championship: RUF 47,2022-05-14,Celebrity Theatre,Phoenix, Arizona, US,,Flyweight 57 kg,Jordan Burkholder,Humberto Duarte,Decision (Unanimous),3.0,300.0,,Main card,Road to ONE Championship: RUF 47
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Strawweight,Dayane Souza,Ayaka Miura,TKO (shoulder injury),2.0,56.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight (128 lbs),Jarred Brooks,Bokang Masunyane,Technical Submission (rear-naked choke),1.0,279.0,[c],Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Light Heavyweight Kickboxing,Andrei Stoica,Giannis Stoforidis,Decision (majority),3.0,180.0,[d],Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight,Abraao Amorim,Dae Sung Park,TKO (punches),2.0,80.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight,Song Min Jong,Chen Rui,Technical Submission (rear-naked choke),2.0,266.0,,Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight Kickboxing,Regian Eersel (c),Arian Sadiković,Decision (unanimous),5.0,180.0,[a],Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight (142 lbs),Mikey Musumeci,Masakazu Imanari,Submission (rear-naked choke),1.0,249.0,[e],Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight,Gustavo Balart,Yosuke Saruta,Decision (unanimous),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight Muay Thai,Liam Harrison,Muangthai P.K.Saenchai,TKO (3 knockdown rules),1.0,139.0,,Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Atomweight Muay Thai,Anissa Meksen,Marie Ruumet,Decision (unanimous),3.0,180.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Welterweight,Jin Tae Ho,Agilan Thani,Submission (kimura),1.0,146.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Women's Strawweight Muay Thai,Smilla Sundell,Jackie Buntan,Decision (unanimous),5.0,180.0,[b],Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight,Danial Williams,Namiki Kawahara,Decision (unanimous),3.0,300.0,,Main card,ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight,Windson Ramos,Woo Sung Hoon,Decision (unanimous),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 156
201,ONE 156: Eersel vs. Sadiković,2022-04-22,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight,Keanu Subba,James Yang,Decision (unanimous),3.0,300.0,,Lead Card (YouTube / Watch ONE),ONE 156
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,Bradley Burston,Patrick Baughman,Decision (Unanimous),3.0,180.0,Amateur,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Middleweight 84 kg,Evan Hunt,Alex Barreras,TKO (Punches),1.0,128.0,Amateur,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,Yimaz Wildman,Cameron Chism,Submission (Rear-Naked Choke),1.0,261.0,RUF MMA Road to ONE Semi-finals,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Featherweight 66 kg,Antron Petty,Tim Carrillo,TKO (Punches),1.0,83.0,Amateur,Main card,Road to ONE Championship: RUF 46
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight 70 kg,Superbon Singha Mawynn (c),Marat Grigorian,Decision (Unanimous),5.0,180.0,For the ONE Kickboxing Featherweight Championship,Main card,ONE Championship: X
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Featherweight 66 kg,Jose Delgado,JJ Nelson,Submission (Rear-Naked Choke),1.0,40.0,,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Middleweight 84 kg,Tristan Mordecai,Brooks Callaghan,KO (Punches),1.0,30.0,For the RUF Amateur Middleweight Championship,Main card,Road to ONE Championship: RUF 46
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight 77 kg,Yoshihiro Akiyama,Shinya Aoki,TKO (Punches),2.0,110.0,Japanese MMA Legends Fight,Main card,ONE Championship: X
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Roderick Aygeman,Eduardo Garcia,KO (Punches),2.0,87.0,Amateur,Main card,Road to ONE Championship: RUF 46
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Demetrious Johnson,Rodtang Jitmuangnon,Technical Submission (Rear-Naked Choke),2.0,133.0,Special Rules Bout,Main card,ONE Championship: X
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,NoahDeLa Calzada,Patrick Quick Jr,Submission (Rear-Naked Choke),3.0,139.0,Amateur,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,Micheal Quarcoo,Casey Edwards,Decision (Unanimous),3.0,180.0,Amateur,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Heavyweight 120 kg,Terrance Jean-Jacques,Irvins Ayala,TKO (Punches),2.0,228.0,RUF MMA Road to ONE Semi-finals,Main card,Road to ONE Championship: RUF 46
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight 77 kg,Eduard Folayang,John Wayne Parr,Decision (Unanimous),3.0,180.0,Wushu vs. Muay Thai Legends Fight. Muay Thai rules,Main card,ONE Championship: X
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,W.Atomweight 52 kg,Angela Lee (c),Stamp Fairtex,Submission (Rear-Naked Choke),2.0,290.0,For the ONE Women's Atomweight Championship,Main card,ONE Championship: X
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Bantamweight 61 kg,Deshawn White,Artis Lyles,TKO (Punches),1.0,83.0,Amateur,Main card,Road to ONE Championship: RUF 46
199,ONE Championship: X,2022-03-26,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Adriano Moraes (c),Yuya Wakamatsu,Submission (Guillotine Choke),3.0,238.0,For the ONE Flyweight Championship,Main card,ONE Championship: X
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,Flyweight 57 kg,Antonio Ruiz,Calvin Dunning,Submission (Armbar),1.0,142.0,Amateur,Main card,Road to ONE Championship: RUF 46
200,Road to ONE Championship: RUF 46,2022-03-26,Celebrity Theatre,Phoenix, Arizona, US,,W.Catchweight 63.5 kg,Zurina Turrey,Angelica Flores,Decision (Unanimous),3.0,180.0,Amateur,Main card,Road to ONE Championship: RUF 46
198,Road to ONE Championship: Utrecht,2022-03-12,WLF Studio,,Utrecht, Netherlands,,Catchweight 85 kg,Thomas Doeve,Vangelis Tzotzis,TKO (Punches),2.0,78.0,Kickboxing,Main card,Road to ONE Championship: Utrecht
198,Road to ONE Championship: Utrecht,2022-03-12,WLF Studio,,Utrecht, Netherlands,,Heavyweight 120 kg,Badr Ferdaous,Lazar Todev,Decision (Unanimous),3.0,180.0,Heavyweight Tournament Semi-finals,Main card,Road to ONE Championship: Utrecht
198,Road to ONE Championship: Utrecht,2022-03-12,WLF Studio,,Utrecht, Netherlands,,Heavyweight 120 kg,Kevin Tariq Osaro,Tarik Cherkaoui,TKO (Arm Injury),1.0,140.0,Heavyweight Tournament Semi-finals,Main card,Road to ONE Championship: Utrecht
198,Road to ONE Championship: Utrecht,2022-03-12,WLF Studio,,Utrecht, Netherlands,,Catchweight 67 kg,Taoufic Hamzi,Patrick Becoy,Decision (Unanimous),3.0,180.0,Kickboxing,Main card,Road to ONE Championship: Utrecht
198,Road to ONE Championship: Utrecht,2022-03-12,WLF Studio,,Utrecht, Netherlands,,Heavyweight 120 kg,Kevin Tariq Osaro,Badr Ferdaous,Decision (Unanimous),3.0,180.0,Heavyweight Tournament Final,Main card,Road to ONE Championship: Utrecht
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight 123.8 kg,Iraj Azizpour,Ismael Londt,KO (Punch),2.0,121.0,Kickboxing,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight 57 kg,Adrian Mattheis,Alex Silva,TKO (Punches),2.0,5.0,,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight 79.55 kg,Liam Nolan,Kim Kyung Lock,TKO (Knees),1.0,62.0,Muay Thai,Lead Card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight 66 kg,John Lineker,Bibiano Fernandes (c),KO (Punch),2.0,220.0,For the ONE Bantamweight Championship,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,W.Strawweight 57 kg,Iman Barlow,Daniela Lopez,TKO (Doctor Stoppage),1.0,99.0,Muay Thai,Lead Card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight 70 kg,Thanh Le (c),Garry Tonon,KO (Punches),1.0,56.0,For the ONE Featherweight Championship,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight 70 kg,Martin Nguyen,Kirill Gorobets,TKO (Punches),3.0,138.0,,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight 57 kg,Zhang Peimian,Josh Tonna,TKO (3 Knockdown Rules),2.0,131.0,Kickboxing,Main card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Eko Roni Saputra,Chan Rothana,Submission (Rear-Naked Choke),1.0,94.0,,Lead Card,ONE Championship: Lights Out
197,ONE Championship: Lights Out,2022-03-11,Singapore Indoor Stadium,,Kallang, Singapore,,W.Strawweight 57 kg,Lin Heqin,Milagros Lopez,Decision (Unanimous),3.0,180.0,Kickboxing,Lead Card,ONE Championship: Lights Out
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Middleweight 93 kg,Reinier de Ridder (c),Kiamrian Abbasov,Submission (arm-triangle choke),3.0,57.0,For the ONE Middleweight Championship,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight 66 kg,Vladimir Kuzmin,Chris Shaw,Decision (Unanimous),3.0,180.0,Muay Thai,Lead Card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Light Heavyweight 102 kg,Roman Kryklia (c),Murat Aygun,KO (Kick to the Body and Punches),1.0,152.0,For the ONE Kickboxing Light Heavyweight Championship,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight 95 kg,Vitaly Bigdash,Aung La Nsang,Decision (Unanimous),3.0,300.0,,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Catchweight 87.3 kg,Zebaztian Kadestam,Valmir da Silva,KO (Punches),1.0,86.0,,Lead Card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight 120 kg,Guto Inocente,Bruno Susano,TKO (Referee Stoppage),2.0,142.0,Kickboxing,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,W.Catchweight 58 kg,Smilla Sundell,Diandra Martin,TKO (3 Knockdown Rule),3.0,95.0,Muay Thai,Lead Card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Lightweight 77 kg,Drex Zamboanga,Rahul Raju,KO (Uppercut),1.0,65.0,,Lead Card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight 66 kg,Fabricio Andrade,Jeremy Pacatiw,KO (Knee to the Body),1.0,97.0,,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Daniel Puertas,Jiduo Yibu,Decision (Split),3.0,180.0,Kickboxing,Lead Card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Featherweight 70 kg,Tayfun Özcan,Enriko Kehl,Decision (Unanimous),3.0,180.0,Kickboxing,Main card,ONE Championship: Full Circle
196,ONE Championship: Full Circle,2022-02-25,Singapore Indoor Stadium,,Kallang, Singapore,,Welterweight 84 kg,Daniyal Zainalov,Yuri Simões,Decision (Split),3.0,300.0,,Lead Card,ONE Championship: Full Circle
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight 120 kg,Anatoliy Malykhin,Kirill Grishenko,KO (Punch),2.0,222.0,For the Interim ONE Heavyweight Championship,Main card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Woo Sung Hoon,Yodkaikaew Fairtex,KO (Punches),1.0,18.0,,Main card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight 120 kg,Odie Delaney,Thomas Narmo,Submission (Shoulder Lock),1.0,66.0,,Lead Card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Flyweight 61 kg,Jonathan Haggerty,Mongkolpetch Petchyindee,Decision (Unanimous),3.0,180.0,Muay Thai,Main card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,W.Atomweight 52 kg,Lin Heqin,Bi Nguyen,Decision (Unanimous),3.0,300.0,,Lead Card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight 66 kg,Sunoto Peringkat,Tial Thang,No Contest (Accidental Groin Knee),1.0,97.0,,Lead Card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Heavyweight 120 kg,Dustin Joynson,Hugo Cunha,Decision (Split),3.0,300.0,,Lead Card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Bantamweight 66 kg,Chen Rui,Mark Abelardo,Decision (Unanimous),3.0,300.0,,Main card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,W.Catchweight 53.5 kg,Jihin Radzuan,Mei Yamaguchi,Decision (Unanimous),3.0,300.0,,Main card,ONE Championship: Bad Blood
195,ONE Championship: Bad Blood,2022-02-11,Singapore Indoor Stadium,,Kallang, Singapore,,Strawweight 57 kg,Danial Williams,Dejdamrong Sor Amnuaysirichoke,KO (Punch to the Body),2.0,95.0,,Main card,ONE Championship: Bad Blood
