event_num,event,date,venue,city,state,country,attendance,weight_class,winner,loser,method,round,time,notes,fight_card,event_name
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,Jhanlo Mark Sangiao,Eknh-Orgil Baatarkhuu,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight,Marcus Almeida,Oumar Kane,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Submission Grappling,Rodrigo Marello,Diego Batista,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Women's Atomweight Kickboxing,Supergirl Jaroonsak,Cristina Morales,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight Kickboxing,Chingiz Allazov (c),Marat Grigorian,,,,[a],Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight Muay Thai,Liam Nolan,Rungrawee Sitsongpeenong,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight Kickboxing,Iraj Azizpour,Ahmed Krnjić,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,John Lineker,Kim Jae Woong,,,,,Main card,ONE Fight Night 13
253,ONE Fight Night 13: Allazov vs. Grigorian,2023-08-05,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight Kickboxing,Tawanchai P.K.Saenchai,Davit Kiria,,,,,Main card,ONE Fight Night 13
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight Kickboxing,Constantin Rusu,Bogdan Shumarov,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Walter Goncalves,Banma Duoji,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Superlek Kiatmuu9,Tagir Khalilov,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Xie Wei,Yuya Wakamatsu,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Elias Mahmoudi,TBD,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Women's Strawweight Submission Grappling,Tammi Musumeci,Amanda Alequin,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight,Garry Tonon,Shamil Gasanov,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight,Aaron Cañarte,Akbar Abdullaev,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight,Amir Aliakbari,Dustin Joynson,,,,,Main card,ONE Fight Night 12
252,ONE Fight Night 12,2023-07-15,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Women's Atomweight Muay Thai,Phetjeeja Lukjaoporongtom,Lara Fernandez,,,,,Main card,ONE Fight Night 12
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Fariyar Aminipour,Rambolek Chor.Ajalaboon,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Fariya Aminipour,Rambolek Chor.Ajalaboon,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Middleweight,Shamil Erdogan,Fan Rong,KO (front kick to the body),2.0,37.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (142 lbs) Muay Thai,Saeksan Or. Kwanmuang,Nathan Bendon,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (119 lbs) Muay Thai,Akram Hamidi,Jomhod AutoMuayThai,KO (left hook to the body),2.0,36.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Middleweight,Shamil Erdogan,Fan Rong,KO (body kick),2.0,37.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Superlek Kiatmuu9,Nabil Anane,KO (straight to the body),1.0,123.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Strawweight Muay Thai,Prajanchai P.K.Saenchai,Sam-A Gaiyanghadao,KO (elbow),2.0,130.0,For the interim ONE Strawweight Muay Thai Championship.,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight,Anatoly Malykhin (ic),Arjan Bhullar (c),TKO (punches),3.0,162.0,For the unification ONE Heavyweight Championship.,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight,Anatoly Malykhin (ic),Arjan Bhullar (c),TKO (punches),3.0,162.0,[b],Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Strawweight Muay Thai,Prajanchai P.K.Saenchai,Sam-A Gaiyanghadao,KO (elbow),2.0,130.0,[a],Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Nico Carrillo,Muangthai P.K.Saenchai,TKO (three knockdowns),2.0,83.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (132 lbs) Muay Thai,Kongthoranee Sor.Sommai,Gingsanglek Tor.Laksong,KO (left hook),2.0,28.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight Muay Thai,Sitthichai Sitsongpeenong,Eddie Abasolo,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (119 lbs) Muay Thai,Thongpoon P.K.Saenchai,Yangdam Sor.Tor. Hiewbangsaen,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 22
251,ONE Friday Fights 22: Bhullar vs. Malykhin,2023-06-23,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (119 lbs) Muay Thai,Thongpoon P.K.Saenchai,Yangdam Sor.Tor.Hiewbangsaen,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 22
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (124 lbs) Muay Thai,Panthep V.K.Khaoyai,Yodkumarn Maxjandee,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (126 lbs) Muay Thai,Dabdam Por.Tor.Tor.Thongtawee,Xavier Gonzalez,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight,Adilet Nurmatov,Leonardo Casotti,TKO (elbows and punches),3.0,35.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Mongkolkaew Sor.Sommai,Sonrak Sit Por.Jor.Wor.,KO (knees),3.0,100.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Kongsuk Fairtex,Paidang Kiatsongrit,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (140 lbs) Muay Thai,Thongsiam Kiatsongrit,Sho Ogawa,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Elias Ghazali,Javad Bigdeli,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (142 lbs) Muay Thai,Jack Apichat MuayThai,Mardanglek Nakatawan,KO (right straight),1.0,82.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Yryskeldi Duisheev,Magomed Magomedov,TKO (punches),3.0,199.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Seksan Fairtex,Dokmaipa P.K.Saenchai,KO (punches),1.0,170.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Yodphupa Wimanair,Antar Kacem,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 21
250,ONE Friday Fights 21,2023-06-16,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (136 lbs) Muay Thai,Pettonglor Sitluangpeenumfon,Rungsangtawan Sor.Parrat,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 21
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (176 lbs) Kickboxing,Arian Sadiković,Nieky Holzken,Decision (unanimous),3.0,180.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (129.25 lbs) Muay Thai,Martine Michieletto,Amber Kitchen,Decision (unanimous),3.0,180.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight Muay Thai,Regian Eersel (c),Dmitry Menshikov,KO (punch),1.0,46.0,[a],Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,Kwon Won Il,Artem Belakh,TKO (punches),2.0,237.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight Submission Grappling,Kade Ruotolo (c),Tommy Langaker,Decision (unanimous),1.0,600.0,[b],Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight Kickboxing,Superbon Singha Mawynn,Tayfun Özcan,KO (head kick),1.0,106.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Heavyweight Kickboxing,Rade Opačić,Guto Inocente,Decision (unanimous),3.0,180.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Strawweight,Mansur Malachiev,Jeremy Miado,Submission (D'Arce choke),1.0,271.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Hu Yong,Woo Sung Hoon,Decision (split),3.0,300.0,,Main card,ONE Fight Night 11
249,ONE Fight Night 11: Eersel vs. Menshikov,2023-06-10,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight,Ilya Freymanov,Shinechagtga Zoltsetseg,Submission (rear-naked choke),1.0,138.0,,Main card,ONE Fight Night 11
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (132 lbs) Muay Thai,Theptaksin Sor.Sornsing,Yodkrisada Sor.Sommai,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Jaising Sitnayokpunsak,Zhang Jinhu,KO (left head kick),1.0,34.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (128 lbs) Muay Thai,Rambong Sor.Terapat,Petchsuwan Boomdeksian,KO (left hook),1.0,15.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (147 lbs) Muay Thai,Saenphon Sor.Sommai,Gökhan Boran,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (142 lbs) Muay Thai,Suablack Tor.Pran49,Thanungern F.A.Group,KO (punch),2.0,134.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (136 lbs) Muay Thai,Puengluang Baanramba,Jomhod Chor.Ketweena,KO (punch),3.0,150.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight,Constantin Mărărescu,Bartosz Skrok,No Contest (illegal knee),2.0,186.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Yod-IQ P.K.Saenchai,Mavlud Tupiev,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Jaosuayai Sor.Dechapan,Phetsukumvit Boybangna,KO (right hook),1.0,150.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Torepchi Dongak,Ivan Orekhov,TKO (corner stoppage),2.0,196.0,,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,W.Catchweight (110 lbs) Muay Thai,Gusjung Fairtex,Nongnook Mor.Kor.Chor.Chaiyaphum,No Contest (accidental eye poke),1.0,,Gusjung unable to continue.,Main card,ONE Friday Fights 20
248,ONE Friday Fights 20,2023-06-09,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (162 lbs) Muay Thai,Victor Texeira,Kongthailand Kiatnavy,KO (right hook),2.0,166.0,Teixeira missed weight (162 lbs).,Main card,ONE Friday Fights 20
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (124 lbs) Muay Thai,Ronachai Tor.Ramintra,Aekkalak Sor.Samarngarment,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Ferzan Çiçek,Panrit Lookjaomaesaiwaree,KO (left hook),3.0,26.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Kulabdam Sor.Jor.Piek-U-Thai,Ilyas Musaev,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (122 lbs) Muay Thai,Petrapha Sor.Sophit,Den Sitnayoktaweeptaphong,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (116 lbs) Muay Thai,KohTao Petsomnuk,Amnartdet Sitnayokmot,TKO (punches),3.0,174.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight,Murad Umachiev,Ibragim Shaymanov,Decision (unanimous),3.0,300.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,Chen Rui,Drex Zamboanga,Decision (split),3.0,300.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (133 lbs) Muay Thai,Rittidet Sor.Sommai,Jalill Barnes,KO (left hook),3.0,20.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (129 lbs) Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Noelison Silva,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Kickboxing,Elbrus Osmanov,Kaonar Sor.Jor.Tongprajin,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (126 lbs) Muay Thai,Soroush Akbari,Parnpet Sor.Jor.Lekmuangnon,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 19
247,ONE Friday Fights 19: Kulabdam vs. Musaev,2023-06-02,Lumpinee Boxing Stadium,,Bangkok, Thailand,,W.Strawweight Muay Thai,Natalia Diachkova,Lena Nocker,TKO (punches),1.0,118.0,,Main card,ONE Friday Fights 19
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Featherweight Kickboxing,Mohammad Siasarani,Mohammed Boutasaa,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (132 lbs) Muay Thai,Samingdam Chor.Ajalaboon,Mahamongkol MoveOnChiangmai,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight Muay Thai,Chanajon PK.Saenchai,Victor Hugo,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Strawweight Muay Thai,Teeyai P.K.Saenchai,Saklek Kiatsongrit,KO (flying knee),2.0,58.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,W.Catchweight (128 lbs) Kickboxing,Smilla Sundell,Milana Bjelogrlić,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (129 lbs) Muay Thai,ChatAnan Sor.Jor.JoyPrajin,Suphachailek Nengsubyai,TKO (referee stoppage),2.0,161.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight Muay Thai,Johan Ghazali,Tai Sor.Jor. Piek-U-Thai,KO (punch),3.0,97.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Lightweight,Ali Kabdulla,Richard Godoy,TKO (knee and elbow),3.0,98.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (116.2 lbs) Muay Thai,Petnumkhum Phundakrataburi,Petkritsada CMA Academy,KO (right hook),1.0,46.0,Originally a 116 pounds bout; Petkritsada missed weight (116.2 lbs),Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Flyweight,Andrey Chelbaev,Manthan Rane,Decision (unanimous),3.0,300.0,,Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (147.6 lbs) Muay Thai,Pongsiri P.K.Saenchai,Tyson Harrison,Decision (unanimous),3.0,180.0,Originally a bantamweight bout; Pongsiri missed weight (147.6 lbs),Main card,ONE Friday Fights 18
246,ONE Friday Fights 18: Harrison vs. Pongsiri,2023-05-26,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Rit Kaewsamrit,Sansiri P.K.Saenchai,KO (left hook),2.0,33.0,,Main card,ONE Friday Fights 18
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (120 lbs) Muay Thai,Maisangkum Sor.Yingcharoenkarnchang,Dionatha Santos Tobias,KO (punches),1.0,85.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (116 lbs) Muay Thai,Rak Erawan,Mahasamut Nayokgungmuangpet,KO (punches),2.0,95.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,Ivan Parshikov,Lianyang Xia,TKO (elbows and punches),1.0,255.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,W.Atomweight Muay Thai,Celest Hansen,Dani Fall,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight,Enkh-Orgil Baatarkhuu,Rockie Bactol,TKO (punches and elbows),1.0,299.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Bantamweight Muay Thai,Avatar P.K.Saenchai,Komawut F.A.Group,Decision (unanimous),3.0,180.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (112 lbs) Muay Thai,Rachan Sor.Somnuk,Khunsuk Sor.Dechapan,TKO (punches),3.0,113.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (133 lbs) Muay Thai,Pompetch P.K.Saenchai,Duangsompong Jitmuangnon,KO (left hook),1.0,75.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (128 lbs) Muay Thai,Denkriangkrai Singha Mawynn,Apiwat Sor.Somnuk,Decision (split),3.0,180.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (138 lbs) Muay Thai,Yodlekpet Or. Atchariya,Denis Purić,TKO (three knockdowns),3.0,127.0,,Main card,ONE Friday Fights 17
245,ONE Friday Fights 17: Pompetch vs. Duangsompong,2023-05-19,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Strawweight Muay Thai,Jelte Blommaert,Li Guozhen,KO (knee),2.0,109.0,,Main card,ONE Friday Fights 17
244,ONE Friday Fights 16: ET vs. Kongthoranee,2023-05-12,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Middleweight,Magomedmurad Khasaev,Arash Mardani,KO (head kick),1.0,265.0,,Main card,ONE Friday Fights 16
244,ONE Friday Fights 16: ET vs. Kongthoranee,2023-05-12,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (133 lbs) Muay Thai,Samurai Seeopal,Petkuntung Yaicheyseafood,KO (punch),1.0,94.0,,Main card,ONE Friday Fights 16
244,ONE Friday Fights 16: ET vs. Kongthoranee,2023-05-12,Lumpinee Boxing Stadium,,Bangkok, Thailand,,W.Atomweight Muay Thai,Phetjeeja Lukjaoporongtom,Inès Pilutti,TKO (punches),1.0,170.0,,Main card,ONE Friday Fights 16
244,ONE Friday Fights 16: ET vs. Kongthoranee,2023-05-12,Lumpinee Boxing Stadium,,Bangkok, Thailand,,Catchweight (140 lbs) Muay Thai,Numpangna EagleMuayThai,Ali-Khan Ergeshov,TKO (leg kicks),3.0,83.0,,Main card,ONE Friday Fights 16
