event_details,event_date,event_title,fighter1,fighter2,city,state,country
http://ufcstats.com/event-details/ea0ad155451ed1f5,2013-04-27,UFC 159, Jones vs Sonnen,,Newark,New Jersey,USA
http://ufcstats.com/event-details/aa79d5399571068e,2013-04-20,UFC on FOX, Henderson vs Melendez,,San Jose,California,USA
http://ufcstats.com/event-details/ce47f49e5c386a9c,2013-04-13,The Ultimate Fighter, Team Jones,Team Sonnen Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/6291ac0a3726732f,2013-04-06,UFC on FUEL TV, Mousasi vs Latifi,,Stockholm,Sweden,
http://ufcstats.com/event-details/f1b2a4365799c48b,2013-03-16,UFC 158, St-Pierre vs Diaz,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/83c6c3e0f8bde8ee,2013-03-02,UFC on FUEL TV, Silva,Stann,Saitama,Japan,
http://ufcstats.com/event-details/09c44b317c98bf96,2013-02-23,UFC 157, Rousey vs Carmouche,,Anaheim,California,USA
http://ufcstats.com/event-details/4679a38cced7c64a,2013-02-16,UFC on FUEL TV, Barao vs McDonald,,London,England,United Kingdom
http://ufcstats.com/event-details/601cf40c09090853,2013-02-02,UFC 156, Aldo vs Edgar,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/738acab0c6934dd8,2013-01-26,UFC on FOX, Johnson vs Dodson,,Chicago,Illinois,USA
http://ufcstats.com/event-details/56f4b81ec4db61af,2013-01-19,UFC on FX, Belfort vs Bisping,,Sao Paulo,Brazil,
http://ufcstats.com/event-details/c6e6926a81adcd00,2012-12-29,UFC 155, Dos Santos vs Velasquez II,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/c6da1c24fe473418,2012-12-15,The Ultimate Fighter, Team Carwin,Team Nelson Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/e8c170a64dc920ac,2012-12-14,UFC on FX, Sotiropoulos vs Pearson,,Gold Coast,Queensland,Australia
http://ufcstats.com/event-details/d1e6a6536ee62517,2012-12-08,UFC on FOX, Henderson vs Diaz,,Seattle,Washington,USA
http://ufcstats.com/event-details/d41937647eae9a34,2012-11-17,UFC 154, St-Pierre vs Condit,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/319fa1bd3176bded,2012-11-10,UFC Macao, Franklin vs Le,,Macau,China,
http://ufcstats.com/event-details/96d173b7f92aa520,2012-10-13,UFC 153, Silva vs Bonnar,,Rio de Janeiro,Brazil,
http://ufcstats.com/event-details/6a0b80a24f22e152,2012-10-05,UFC on FX, Browne vs Bigfoot,,Minneapolis,Minnesota,USA
http://ufcstats.com/event-details/6cbb7661c3258617,2012-09-29,UFC on FUEL TV, Struve vs Miocic,,Nottingham,England,United Kingdom
http://ufcstats.com/event-details/53e533db1b8e9712,2012-09-22,UFC 152, Jones vs Belfort,,Toronto,Ontario,Canada
http://ufcstats.com/event-details/3c48019bc387b80c,2012-08-11,UFC 150, Henderson vs Edgar II,,Denver,Colorado,USA
http://ufcstats.com/event-details/f62850b3c7480db9,2012-08-04,UFC on FOX, Shogun vs Vera,,Los Angeles,California,USA
http://ufcstats.com/event-details/abbc4fc02e0d84b3,2012-07-21,UFC 149, Faber vs Barao,,Calgary,Alberta,Canada
http://ufcstats.com/event-details/d3b5ad3b15a64a18,2012-07-11,UFC on FUEL TV, Munoz vs Weidman,,San Jose,California,USA
http://ufcstats.com/event-details/e8efeb9cf33b1941,2012-07-07,UFC 148, Silva vs Sonnen 2,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/3da19339ee7051d5,2012-06-23,UFC 147, Silva vs Franklin 2,,Belo Horizonte,Minas Gerais,Brazil
http://ufcstats.com/event-details/505934897b8b4824,2012-06-22,UFC on FX, Maynard vs Guida,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/49590e0508b2c19f,2012-06-08,UFC on FX, Johnson vs McCall,,Sunrise,Florida,USA
http://ufcstats.com/event-details/96087e90d900f0ef,2012-06-01,The Ultimate Fighter, Live Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/4985113c0928aa62,2012-05-26,UFC 146, Dos Santos vs Mir,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/8caca5857ce0e30b,2012-05-15,UFC on FUEL TV, Korean Zombie vs Poirier,,Fairfax,Virginia,USA
http://ufcstats.com/event-details/5898357a45a73674,2012-05-05,UFC on FOX, Diaz vs Miller,,East Rutherford,New Jersey,USA
http://ufcstats.com/event-details/155bfc7ed36622df,2012-04-21,UFC 145, Jones vs Evans,,Atlanta,Georgia,USA
http://ufcstats.com/event-details/21f2974fd08085e3,2012-04-14,UFC on FUEL TV, Gustafsson vs Silva,,Stockholm,Sweden,
http://ufcstats.com/event-details/b5ea750025697880,2012-03-02,UFC on FX, Alves vs Kampmann,,Sydney,New South Wales,Australia
http://ufcstats.com/event-details/8377c5572cb356f3,2012-02-25,UFC 144, Edgar vs Henderson,,Saitama,Japan,
http://ufcstats.com/event-details/0a97691039c4bbfb,2012-02-15,UFC on FUEL TV, Sanchez vs Ellenberger,,Omaha,Nebraska,USA
http://ufcstats.com/event-details/df2cf66d8c0123db,2012-02-04,UFC 143, Diaz vs Condit,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/c3c23c99477c041b,2012-01-28,UFC on FOX, Evans vs Davis,,Chicago,Illinois,USA
http://ufcstats.com/event-details/4d74641fac830182,2012-01-20,UFC on FX, Guillard vs Miller,,Nashville,Tennessee,USA
http://ufcstats.com/event-details/18524b46c570730b,2012-01-14,UFC 142, Aldo vs Mendes,,Rio de Janeiro,Brazil,
http://ufcstats.com/event-details/91720876db0ee468,2011-12-30,UFC 141, Lesnar vs Overeem,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/6d7886b094b471ac,2011-12-10,UFC 140, Jones vs Machida,,Toronto,Ontario,Canada
http://ufcstats.com/event-details/1f5f75658551f2d3,2011-12-03,The Ultimate Fighter, Team Bisping vs Team Miller Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/0ec821423baa26bd,2011-11-19,UFC 139, Shogun vs Henderson,,San Jose,California,USA
http://ufcstats.com/event-details/1c061eb6e29eaa0a,2011-11-12,UFC on FOX, Velasquez vs Dos Santos,,Anaheim,California,USA
http://ufcstats.com/event-details/e780ccc79a209985,2011-11-05,UFC 138, Leben vs Munoz,,Birmingham,England,United Kingdom
http://ufcstats.com/event-details/8788beb528894f33,2011-10-29,UFC 137, Penn vs Diaz,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/7d5b12de1625984e,2011-10-08,UFC 136, Edgar vs Maynard 3,,Houston,Texas,USA
http://ufcstats.com/event-details/44f9c777fed7ca03,2011-10-01,UFC Live, Cruz vs Johnson,,Washington,DC,USA
http://ufcstats.com/event-details/73ef22f25d0f70e2,2011-09-24,UFC 135, Jones vs Rampage,,Denver,Colorado,USA
http://ufcstats.com/event-details/1ffc38f67785797b,2011-09-17,UFC Fight Night, Shields vs Ellenberger,,New Orleans,Louisiana,USA
http://ufcstats.com/event-details/18968f97ad34f15c,2011-08-27,UFC 134, Silva vs Okami,,Rio de Janeiro,Brazil,
http://ufcstats.com/event-details/4c8d6fde2dde07c4,2011-08-14,UFC Live, Hardy vs Lytle,,Milwaukee,Wisconsin,USA
http://ufcstats.com/event-details/f1f9e48a0d150757,2011-08-06,UFC 133, Evans vs Ortiz 2,,Philadelphia,Pennsylvania,USA
http://ufcstats.com/event-details/83fd97284f4bb4a4,2011-07-02,UFC 132, Cruz vs Faber,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/d023ae89a2a4a41e,2011-06-26,UFC Live, Kongo vs Barry,,Pittsburgh,Pennsylvania,USA
http://ufcstats.com/event-details/aac5ac38148f0528,2011-06-11,UFC 131, Dos Santos vs Carwin,,Vancouver,British Columbia,Canada
http://ufcstats.com/event-details/3ba3b5cc94498437,2011-06-04,The Ultimate Fighter, Team Lesnar vs Team dos Santos Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/b732b326c362fb62,2011-05-28,UFC 130, Rampage vs Hamill,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/2db7fa8db6bc9632,2011-04-30,UFC 129, St-Pierre vs Shields,,Toronto,Ontario,Canada
http://ufcstats.com/event-details/8a59d346dc976a10,2011-03-26,UFC Fight Night, Nogueira vs Davis,,Seattle,Washington,USA
http://ufcstats.com/event-details/1411c630ba711b64,2011-03-19,UFC 128, Shogun vs Jones,,Newark,New Jersey,USA
http://ufcstats.com/event-details/a54fc2d6fc224dc3,2011-03-03,UFC Live, Sanchez vs Kampmann,,Louisville,Kentucky,USA
http://ufcstats.com/event-details/88a9bc81271ccd89,2011-02-26,UFC 127, Penn vs Fitch,,Sydney,New South Wales,Australia
http://ufcstats.com/event-details/65ddc8a9ac4e8531,2011-02-05,UFC 126, Silva vs Belfort,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/282fa667ff9c51ed,2011-01-22,UFC Fight Night, Fight for the Troops 2,,Killeen,Texas,USA
http://ufcstats.com/event-details/d1152823307d7e7c,2011-01-01,UFC 125, Resolution,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/132f860d02953f4c,2010-12-11,UFC 124, St-Pierre vs Koscheck 2,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/5d7bdab5e03e3216,2010-12-04,The Ultimate Fighter, Team GSP vs Team Koscheck Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/dd992d569aaebee6,2010-11-20,UFC 123, Rampage vs Machida,,Auburn Hills,Michigan,USA
http://ufcstats.com/event-details/0ff11cc094e887bc,2010-11-13,UFC 122, Marquardt vs Okami,,Oberhausen,North Rhine-Westphalia,Germany
http://ufcstats.com/event-details/afdb76fbd86f6d11,2010-10-23,UFC 121, Lesnar vs Velasquez,,Anaheim,California,USA
http://ufcstats.com/event-details/d512d9f204059f57,2010-10-16,UFC 120, Bisping vs Akiyama,,London,England,United Kingdom
http://ufcstats.com/event-details/ad32471f01e7b1a5,2010-09-25,UFC 119, Mir vs Cro Cop,,Indianapolis,Indiana,USA
http://ufcstats.com/event-details/acff437707625fc7,2010-09-15,UFC Fight Night, Marquardt vs Palhares,,Austin,Texas,USA
http://ufcstats.com/event-details/054defd5420a551f,2010-08-28,UFC 118, Edgar vs Penn 2,,Boston,Massachusetts,USA
http://ufcstats.com/event-details/2f3f12002564bb55,2010-08-07,UFC 117, Silva vs Sonnen,,Oakland,California,USA
http://ufcstats.com/event-details/f12f979b657ab876,2010-08-01,UFC Live, Jones vs Matyushenko,,San Diego,California,USA
http://ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,UFC 116, Lesnar vs Carwin,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,The Ultimate Fighter, Team Liddell vs Team Ortiz Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/cfb65863d5099327,2010-06-12,UFC 115, Liddell vs Franklin,,Vancouver,British Columbia,Canada
http://ufcstats.com/event-details/bfc2fc38a0e20211,2010-05-29,UFC 114, Rampage vs Evans,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/d0c29452d3272603,2010-05-08,UFC 113, Machida vs Shogun 2,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/24b033b3daf1c9df,2010-04-10,UFC 112, Invincible,,Abu Dhabi,United Arab Emirates,
http://ufcstats.com/event-details/3ed134d85dfbd7b4,2010-03-31,UFC Fight Night, Florian vs Gomi,,Charlotte,North Carolina,USA
http://ufcstats.com/event-details/c80095f6092271a7,2010-03-27,UFC 111, St-Pierre vs Hardy,,Newark,New Jersey,USA
http://ufcstats.com/event-details/3795fca327cbcf23,2010-03-21,UFC Live, Vera vs Jones,,Broomfield,Colorado,USA
http://ufcstats.com/event-details/49efbdc6c9f650c4,2010-02-20,UFC 110, Nogueira vs Velasquez,,Sydney,New South Wales,Australia
http://ufcstats.com/event-details/15edcf67ccf5be84,2010-02-06,UFC 109, Relentless,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/58bc81376286b3d3,2010-01-11,UFC Fight Night, Maynard vs Diaz,,Fairfax,Virginia,USA
http://ufcstats.com/event-details/a6d8bfe9e0c8153b,2010-01-02,UFC 108, Evans vs Silva,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/821cd80aab70d5f9,2009-12-12,UFC 107, Penn vs Sanchez,,Memphis,Tennessee,USA
http://ufcstats.com/event-details/91d73ee59347ac16,2009-12-05,The Ultimate Fighter, Heavyweights Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/84a067c46306a737,2009-11-21,UFC 106, Ortiz vs Griffin 2,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/fa8b9e6b0c2269f8,2009-11-14,UFC 105, Couture vs Vera,,Manchester,England,United Kingdom
http://ufcstats.com/event-details/7c0847d3854a95f2,2009-10-24,UFC 104, Machida vs Shogun,,Los Angeles,California,USA
http://ufcstats.com/event-details/896c322f56b8be5a,2009-09-19,UFC 103, Franklin vs Belfort,,Dallas,Texas,USA
http://ufcstats.com/event-details/a8ea84cbe1655f0a,2009-09-16,UFC Fight Night, Diaz vs Guillard,,Oklahoma City,Oklahoma,USA
http://ufcstats.com/event-details/c6a33ff198aaaeeb,2009-08-29,UFC 102, Couture vs Nogueira,,Portland,Oregon,USA
http://ufcstats.com/event-details/48d1f690b763934c,2009-08-08,UFC 101, Declaration,,Philadelphia,Pennsylvania,USA
http://ufcstats.com/event-details/0ee783aa00e468f0,2009-07-11,UFC 100,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/4908c5ee68a50ee5,2009-06-20,The Ultimate Fighter, United States,United Kingdom Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/cb6783c39c01d896,2009-06-13,UFC 99, The Comeback,,Cologne,North Rhine-Westphalia,Germany
http://ufcstats.com/event-details/c4b6099f0d25f75e,2009-05-23,UFC 98, Evans vs Machida,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/1652f3213655b935,2009-04-18,UFC 97, Redemption,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/04d5718ed2661e8c,2009-04-01,UFC Fight Night, Condit vs Kampmann,,Nashville,Tennessee,USA
http://ufcstats.com/event-details/29b5791e51e7e832,2009-03-07,UFC 96, Jackson vs Jardine,,Columbus,Ohio,USA
http://ufcstats.com/event-details/7d21de9c6d7c98b2,2009-02-21,UFC 95, Sanchez vs Stevenson,,London,England,United Kingdom
http://ufcstats.com/event-details/d1759b2b7be9be56,2009-02-07,UFC Fight Night, Lauzon vs Stephens,,Tampa,Florida,USA
http://ufcstats.com/event-details/2a542ee8a8b83559,2009-01-31,UFC 94, St-Pierre vs Penn 2,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/68c6cd5287b473a7,2009-01-17,UFC 93, Franklin vs Henderson,,Dublin,Leinster,Ireland
http://ufcstats.com/event-details/23ab42947c1990e3,2008-12-27,UFC 92, The Ultimate 2008,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/ea398c802d9998ee,2008-12-13,The Ultimate Fighter, Team Nogueira,Team Mir Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/30cd319d39ee689b,2008-12-10,UFC Fight Night - Fight for the Troops,,,Fayetteville,North Carolina,USA
http://ufcstats.com/event-details/a2b06ca02bca14c0,2008-11-15,UFC 91, Couture vs Lesnar,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/c670aa48827d6be6,2008-10-25,UFC 90, Silva vs Cote,,Rosemont,Illinois,USA
http://ufcstats.com/event-details/312f47c3d2f83ffa,2008-10-18,UFC 89, Bisping vs Leben,,Birmingham,England,United Kingdom
http://ufcstats.com/event-details/279093302a6f44b3,2008-09-17,UFC Fight Night, Diaz vs Neer,,Omaha,Nebraska,USA
http://ufcstats.com/event-details/0db70ca89e1c7374,2008-09-06,UFC 88, Breakthrough,,Atlanta,Georgia,USA
http://ufcstats.com/event-details/19ffeb5e3fffd6d5,2008-08-09,UFC 87, Seek And Destroy,,Minneapolis,Minnesota,USA
http://ufcstats.com/event-details/46f11d15c0134fe3,2008-07-19,UFC, Silva vs Irvin,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/bf12aca029bfcc47,2008-07-05,UFC 86, Jackson vs Griffin,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/2299605af59fd309,2008-06-21,The Ultimate Fighter, Team Rampage vs Team Forrest Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/2efbc83a6b9b7f86,2008-06-07,UFC 85, Bedlam,,London,England,United Kingdom
http://ufcstats.com/event-details/2549d63da9c456cb,2008-05-24,UFC 84, Ill Will,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/ad047e3073a775f3,2008-04-19,UFC 83, Serra vs St-Pierre 2,,Montreal,Quebec,Canada
http://ufcstats.com/event-details/b9e871af730f826c,2008-04-02,UFC Fight Night, Florian vs Lauzon,,Broomfield,Colorado,USA
http://ufcstats.com/event-details/598a58db87b890ee,2008-03-01,UFC 82, Pride of a Champion,,Columbus,Ohio,USA
http://ufcstats.com/event-details/597db668b01c442c,2008-02-02,UFC 81, Breaking Point,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/33e33d51f289d2a1,2008-01-23,UFC Fight Night, Swick vs Burkman,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/a24e080000fa7a35,2008-01-19,UFC 80, Rapid Fire,,Newcastle,England,United Kingdom
http://ufcstats.com/event-details/7269329bd87eb479,2007-12-29,UFC 79, Nemesis,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/df85d6ec3493d120,2007-12-08,The Ultimate Fighter, Team Hughes,Team Serra Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/1d147d4163a6989b,2007-11-17,UFC 78, Validation,,Newark,New Jersey,USA
http://ufcstats.com/event-details/91181b29be041f1c,2007-10-20,UFC 77, Hostile Territory,,Cincinnati,Ohio,USA
http://ufcstats.com/event-details/bad28b7b34f334de,2007-09-22,UFC 76, Knockout,,Anaheim,California,USA
http://ufcstats.com/event-details/f341f9551ba744e2,2007-09-19,UFC Fight Night, Thomas vs Florian,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/0aa92558424ced9e,2007-09-08,UFC 75, Champion vs Champion,,London,England,United Kingdom
http://ufcstats.com/event-details/a5c53b3ddb31cc7d,2007-08-25,UFC 74, Respect,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/2a6f8136da1e52c0,2007-07-07,UFC 73, Stacked,,Sacramento,California,USA
http://ufcstats.com/event-details/e7ec11096eac0282,2007-06-23,The Ultimate Fighter, Team Pulver,Team Penn Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/5ca158b1cc9cb242,2007-06-16,UFC 72, Victory,,Belfast,Northern Ireland,United Kingdom
http://ufcstats.com/event-details/304fcd812f12c589,2007-06-12,UFC Fight Night, Stout vs Fisher,,Hollywood,Florida,USA
http://ufcstats.com/event-details/2e04a3b4a2011b97,2007-05-26,UFC 71, Liddell vs Jackson,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/4604ab1de9058474,2007-04-21,UFC 70, Nations Collide,,Manchester,England,United Kingdom
http://ufcstats.com/event-details/c1684f00c626f4c0,2007-04-07,UFC 69, Shootout,,Houston,Texas,USA
http://ufcstats.com/event-details/a6c2f5381d575920,2007-04-05,UFC Fight Night, Stevenson vs Guillard,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/de3ed2e152520c8d,2007-03-03,UFC 68, The Uprising,,Columbus,Ohio,USA
http://ufcstats.com/event-details/63b65af1c5cb02cb,2007-02-03,UFC 67, All or Nothing,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/13c4313ed0f744f3,2007-01-25,UFC Fight Night, Evans vs Salmon,,Hollywood,Florida,USA
http://ufcstats.com/event-details/ee5df903f80c6816,2006-12-30,UFC 66, Liddell vs Ortiz 2,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/21b8a0f5c231096f,2006-12-13,UFC Fight Night, Sanchez vs Riggs,,San Diego,California,USA
http://ufcstats.com/event-details/3fed746acfd026dd,2006-11-18,UFC 65, Bad Intentions,,Sacramento,California,USA
http://ufcstats.com/event-details/baf942f4bcb09894,2006-11-11,The Ultimate Fighter, The Comeback Finale,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/13b2f59210dda9cc,2006-10-14,UFC 64, Unstoppable,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/577ec7e108b94be3,2006-10-10,Ortiz vs Shamrock 3, The Final Chapter,,Hollywood,Florida,USA
http://ufcstats.com/event-details/13e62d766b709aa6,2006-09-23,UFC 63, Hughes vs Penn,,Anaheim,California,USA
http://ufcstats.com/event-details/f717b6002486f73f,2006-08-26,UFC 62, Liddell vs Sobral,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/46c8ec317aff28ac,2006-08-17,UFC Fight Night 6,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/f70144caea5c4c80,2006-07-08,UFC 61, Bitter Rivals,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/445a98acb8985970,2006-06-28,UFC Fight Night 5,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/1dab0d1d81dd06db,2006-06-24,The Ultimate Fighter, Team Ortiz,Team Shamrock Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/a54a35a670d8e852,2006-05-27,UFC 60, Hughes vs Gracie,,Los Angeles,California,USA
http://ufcstats.com/event-details/03688dc3c3af3ac1,2006-04-15,UFC 59, Reality Check,,Anaheim,California,USA
http://ufcstats.com/event-details/b361180739bed4b0,2006-04-06,UFC Fight Night 4,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/0e9869d712e81f8f,2006-03-04,UFC 58, USA vs Canada,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/977081bc01197656,2006-02-04,UFC 57, Liddell vs Couture 3,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/2ee09ec2a0695eb9,2006-01-16,UFC Fight Night 3,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/c7e9d15cfce52f1d,2005-11-19,UFC 56, Full Force,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/31ceaf0e670c1578,2005-11-05,The Ultimate Fighter, Team Hughes,Team Franklin Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/271fe91f4ba9d2c5,2005-10-07,UFC 55, Fury,,Uncasville,Connecticut,USA
http://ufcstats.com/event-details/efaf544314bb5c2e,2005-10-03,UFC Fight Night 2,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/669a3cb6e394f515,2005-08-20,UFC 54, Boiling Point,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/3f24c96753dbd9f9,2005-08-06,UFC Fight Night 1,,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/d3711d3784b76255,2005-06-04,UFC 53, Heavy Hitters,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/c933d423ebdbbbdb,2005-04-16,UFC 52, Couture vs Liddell 2,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/fbbde91f7bc2d3c5,2005-04-09,The Ultimate Fighter, Team Couture,Team Liddell Finale,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/85d905f7c4f5a1af,2005-02-05,UFC 51, Super Saturday,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/ce783bf73b5131f9,2004-10-22,UFC 50, The War Of '04,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/b4bc2e3353a770b5,2004-08-21,UFC 49, Unfinished Business,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/429e7d3725852ce9,2004-06-19,UFC 48, Payback,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/e8fb8e53bc2e29d6,2004-04-02,UFC 47, It's On!,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/94609dd91731d428,2004-01-31,UFC 46, Supernatural,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/e670f8cc2969a789,2003-11-21,UFC 45, Revolution,,Uncasville,Connecticut,USA
http://ufcstats.com/event-details/c61f66d8c3fd5f07,2003-09-26,UFC 44, Undisputed,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/108afe61a26bcbf4,2003-06-06,UFC 43, Meltdown,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/ae58685caf8e4a0d,2003-04-25,UFC 42, Sudden Impact,,Miami,Florida,USA
http://ufcstats.com/event-details/bba678d312590087,2003-02-28,UFC 41, Onslaught,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/e06fd1260ac865a7,2002-11-22,UFC 40, Vendetta,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/0cf935519d439ba6,2002-09-27,UFC 39, The Warriors Return,,Uncasville,Connecticut,USA
http://ufcstats.com/event-details/1dc56b59cb28425d,2002-07-13,UFC 38, Brawl at the Hall,,London,England,United Kingdom
http://ufcstats.com/event-details/9ccdd2ce45903f34,2002-06-22,UFC 37.5, As Real As It Gets,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/9fd1f08dd4aec14a,2002-05-10,UFC 37, High Impact,,Bossier City,Louisiana,USA
http://ufcstats.com/event-details/02fc8f50f56eb307,2002-03-22,UFC 36, Worlds Collide,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/946f341df6472ee0,2002-01-11,UFC 35, Throwdown,,Uncasville,Connecticut,USA
http://ufcstats.com/event-details/4dc496aa0cfc0d95,2001-11-02,UFC 34, High Voltage,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/c75b99887c8c3f5a,2001-09-28,UFC 33, Victory in Vegas,,Las Vegas,Nevada,USA
http://ufcstats.com/event-details/7b9aa973e5c04624,2001-06-29,UFC 32, Showdown in the Meadowlands,,East Rutherford,New Jersey,USA
http://ufcstats.com/event-details/20bd6c3e03c46ee6,2001-05-04,UFC 31, Locked and Loaded,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/2b1587a3376ab743,2001-02-23,UFC 30, Battle on the Boardwalk,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/08ae5cd9aef7ddd3,2000-12-16,UFC 29, Defense of the Belts,,Tokyo,Japan,
http://ufcstats.com/event-details/da6dfd09cca1d705,2000-11-17,UFC 28, High Stakes,,Atlantic City,New Jersey,USA
http://ufcstats.com/event-details/31652c9267606d54,2000-09-22,UFC 27, Ultimate Bad Boyz,,New Orleans,Louisiana,USA
http://ufcstats.com/event-details/cedfdf8d423d500c,2000-06-09,UFC 26, Ultimate Field Of Dreams,,Cedar Rapids,Iowa,USA
http://ufcstats.com/event-details/d2b1c1317a39f6c6,2000-04-14,UFC 25, Ultimate Japan 3,,Tokyo,Japan,
http://ufcstats.com/event-details/20ec0061400178ca,2000-03-10,UFC 24, First Defense,,Lake Charles,Louisiana,USA
http://ufcstats.com/event-details/a8fa0c4e95512806,1999-11-19,UFC 23, Ultimate Japan 2,,Chiba,Japan,
http://ufcstats.com/event-details/afaad7d6a581e307,1999-09-24,UFC 22, Only One Can be Champion,,Lake Charles,Louisiana,USA
http://ufcstats.com/event-details/1a1a4d7a29041d77,1999-07-16,UFC 21, Return of the Champions,,Cedar Rapids,Iowa,USA
http://ufcstats.com/event-details/a7b48e18ca27795d,1999-05-07,UFC 20, Battle for the Gold,,Birmingham,Alabama,USA
http://ufcstats.com/event-details/a220be6d41d6f97d,1999-03-05,UFC 19, Ultimate Young Guns,,Bay St. Louis,Mississippi,USA
http://ufcstats.com/event-details/c9bbf1a0285a8076,1999-01-08,UFC 18, The Road to the Heavyweight Title,,New Orleans,Louisiana,USA
http://ufcstats.com/event-details/32a3025d5db456ae,1998-10-16,UFC - Ultimate Brazil,,,Sao Paulo,Brazil,
