weight_class,winner,loser,method,round,time,notes,fight_card,event_name,event_id
Featherweight,Mirsad Bektić,Russell Doane,Submission (rear-naked choke),1,4:22,,Main card,UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Bantamweight,Iuri Alcântara,Brad Pickett,Submission (triangle choke),1,1:59,,Preliminary Card (Fox Sports 1),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Bantamweight,Damian Stasiak,Davey Grant,Submission (armbar),3,3:56,,Preliminary Card (Fox Sports 1),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Welterweight,Leon Edwards,Albert Tumenov,Submission (rear-naked choke),3,3:01,,Preliminary Card (Fox Sports 1),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Lightweight,Marc Diakiese,Łukasz Sajewski,TKO (knees and punches),2,4:40,,Preliminary Card (Fox Sports 1),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Welterweight,Mike Perry,Danny Roberts,KO (knee and punches),3,4:40,,Preliminary Card (UFC Fight Pass),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Lightweight,Leonardo Santos,Adriano Martins,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC 204: Bisping vs. Henderson 2,632d4af54cfa51b7090fa8eeeb6176643431bff6b399ebec5302f1df79697fe4
Catchweight (136.5 lb),John Lineker,John Dodson,"Decision (split) (47–48, 48–47, 48–47)",5,5:00,,Main card,UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Catchweight (161.5 lb),Alex Oliveira,Will Brooks,TKO (punches),3,3:30,,Main card,UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Welterweight,Zak Ottow,Josh Burkman,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main card,UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Flyweight,Brandon Moreno,Louis Smolka,Submission (guillotine choke),1,2:23,,Main card,UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Light Heavyweight,Luis Henrique da Silva,Joachim Christensen,Submission (armbar),2,4:43,,Preliminary Card (Fox Sports 2),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Catchweight (148.5 lb),Andre Fili,Hacran Dias,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 2),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Heavyweight,Shamil Abdurakhimov,Walt Harris,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 2),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Welterweight,Elizeu Zaleski dos Santos,Keita Nakamura,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 2),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Middleweight,Nate Marquardt,Tamdan McCrory,KO (punch and head kick),2,4:44,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Light Heavyweight,Ion Cuțelaba,Jonathan Wilson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Heavyweight,Curtis Blaydes,Cody East,TKO (elbows),2,2:02,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Women's Bantamweight,Ketlen Vieira,Kelly Faszholz,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Lineker vs. Dodson,a42e44989045c846dc14767175fb7dc885ca80992c300164ac4c64f89c1daffb
Featherweight,Chan Sung Jung,Dennis Bermudez,KO (punch),1,2:49,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Women's Strawweight,Felice Herrig,Alexa Grasso,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Lightweight,James Vick,Abel Trujillo,Submission (D'Arce choke),3,0:49,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Light Heavyweight,Volkan Oezdemir,Ovince Saint Preux,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Heavyweight,Marcel Fortuna,Anthony Hamilton,KO (punch),1,3:10,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Women's Strawweight,Jéssica Andrade,Angela Hill,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Heavyweight,Curtis Blaydes,Adam Milstead,No Contest (overturned),2,0:59,[a],Preliminary Card (Fox Sports 1),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Featherweight,Chas Skelly,Chris Gruetzemacher,Submission (rear-naked choke),2,2:01,,Preliminary Card (Fox Sports 1),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Bantamweight,Ricardo Ramos,Michinori Tanaka,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Catchweight (117.5 lb),Tecia Torres,Bec Rawlings,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Welterweight,Niko Price,Alex Morono,No Contest (overturned),2,5:00,[b],Preliminary Card (UFC Fight Pass),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Light Heavyweight,Khalil Rountree Jr.,Daniel Jolly,KO (knee),1,0:52,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Bermudez vs. The Korean Zombie,1b643a246cf73de041992148f317e3f7c912ff214bbc68b3df2b655a6e2e251f
Heavyweight,Josh Barnett,Andrei Arlovski,Submission (rear-naked choke),3,2:53,,Main card,UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Light Heavyweight,Alexander Gustafsson,Jan Błachowicz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Light Heavyweight,Ryan Bader,Ilir Latifi,KO (knee),2,2:06,,Main card,UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Lightweight,Nick Hein,Tae Hyun Bang,"Decision (unanimous) (29–28, 30–28, 30–27)",3,5:00,,Main card,UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Welterweight,Jessin Ayari,Jim Wallhead,"Decision (split) (28–29, 29–28, 30–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Welterweight,Peter Sobotta,Nicolas Dalby,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Women's Bantamweight,Ashlee Evans-Smith,Veronica Macedo,TKO (punches and elbows),3,2:46,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Bantamweight,Taylor Lapilus,Leandro Issa,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Heavyweight,Christian Colombo,Jarjis Danho,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00,[a],Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Middleweight,Jack Hermansson,Scott Askham,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Lightweight,Rustam Khabilov,Leandro Silva,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Arlovski vs. Barnett,c7030e18649f63d8cfc51f79e35ce249e04c2c05d6fca2d1fcaf7f3988f83354
Catchweight (140 lb),Cris Cyborg,Lina Länsberg,TKO (punches),2,2:29,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Featherweight,Renan Barão,Phillipe Nover,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Heavyweight,Roy Nelson,Antônio Silva,KO (punches),2,4:10,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Lightweight,Francisco Trinaldo,Paul Felder,TKO (doctor stoppage),3,2:25,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Middleweight,Eric Spicely,Thiago Santos,Submission (rear-naked choke),1,2:58,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Featherweight,Godofredo Pepey,Mike De La Torre,Submission (rear-naked choke),1,3:03,,Main card,UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Catchweight (158 lb),Michel Prazeres,Gilbert Burns,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Bantamweight,Rani Yahya,Michinori Tanaka,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Flyweight,Jussier Formiga,Dustin Ortiz,"Decision (unanimous) (30–27, 29–27, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Welterweight,Erick Silva,Luan Chagas,Submission (rear-naked choke),3,3:57,,Preliminary Card (Fox Sports 1),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Lightweight,Alan Patrick,Stevie Ray,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Welterweight,Vicente Luque,Héctor Urbina,KO (punch),1,1:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Lightweight,Gregor Gillespie,Glaico França,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Cyborg vs. Länsberg,e2db1006d16798523e2124b456d32ef035cf95812d13a43d5816932088aed24c
Heavyweight,Stipe Miocic (c),Alistair Overeem,KO (punches),1,4:27,[a],Main card,UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Heavyweight,Fabrício Werdum,Travis Browne,"Decision (unanimous) (29–28, 29–27, 30–27)",3,5:00,,Main card,UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Welterweight,Mickey Gall,CM Punk,Submission (rear-naked choke),1,2:14,,Main card,UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Bantamweight,Jimmie Rivera,Urijah Faber,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Women's Strawweight,Jéssica Andrade,Joanne Calderwood,Submission (guillotine choke),1,4:38,,Main card,UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Women's Bantamweight,Bethe Correia,Jessica Eye,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Middleweight,Brad Tavares,Caio Magalhães,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Catchweight (158 lb),Nik Lentz,Michael McBride,TKO (punches),2,4:17,,Preliminary Card (Fox Sports 1),UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Lightweight,Drew Dober,Jason Gonzalez,TKO (punches),1,1:45,,Preliminary Card (Fox Sports 1),UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Welterweight,Yancy Medeiros,Sean Spencer,Submission (rear-naked choke),2,0:49,,Preliminary Card (UFC Fight Pass),UFC 203: Miocic vs. Overeem,31ed2222fd3e51bf10bcffd7e8b62f72b8e8b76b2bda04d87f083c08dd95b740
Welterweight,Demian Maia,Carlos Condit,Submission (rear-naked choke),1,1:52,,Main card,UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Featherweight,Anthony Pettis,Charles Oliveira,Submission (guillotine choke),3,1:49,,Main card,UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Women's Strawweight,Paige VanZant,Bec Rawlings,KO (jumping switch kick and punches),2,0:17,,Main card,UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Lightweight,Jim Miller,Joe Lauzon,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main card,UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Middleweight,Sam Alvey,Kevin Casey,TKO (punches),2,4:56,,Preliminary Card (Fox),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Featherweight,Kyle Bochniak,Enrique Barzola,"Decision (split) (29–28, 27–30, 29–28)",3,5:00,,Preliminary Card (Fox),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Middleweight,Alessio Di Chirico,Garreth McLellan,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary Card (Fox),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Lightweight,Felipe Silva,Shane Campbell,TKO (punches),1,1:13,,Preliminary Card (Fox),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Catchweight (159 lb),Chad Laprise,Thibault Gouti,TKO (punches),1,1:36,,Preliminary Card (UFC Fight Pass),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Lightweight,Jeremy Kennedy,Alessandro Ricci,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC on Fox: Maia vs. Condit,451e95144f6e746de859ca70f8b7a1dd133d280b0e10ee00d9b30bc47690df33
Featherweight,Yair Rodríguez,Alex Caceres,"Decision (split) (46–49, 48–47, 48–47)",5,5:00,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Featherweight,Dennis Bermudez,Rony Jason,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Middleweight,Thales Leites,Chris Camozzi,Submission (rear-naked choke),3,2:58,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Welterweight,Santiago Ponzinibbio,Zak Cummings,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Middleweight,Trevor Smith,Joe Gigliotti,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Women's Strawweight,Maryna Moroz,Danielle Taylor,"Decision (split) (28–29, 29–28, 30–27)",3,5:00,,Main card,UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Welterweight,Court McGee,Dominique Steele,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Heavyweight,Marcin Tybura,Viktor Pešta,KO (head kick),2,0:53,,Preliminary Card (Fox Sports 1),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Lightweight,David Teymur,Jason Novelli,TKO (punches),2,1:25,,Preliminary Card (Fox Sports 1),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Featherweight,Teruto Ishihara,Horacio Gutiérrez,TKO (punches),1,2:32,,Preliminary Card (Fox Sports 1),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Featherweight,Cub Swanson,Tatsuya Kawajiri,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Heavyweight,Justin Ledet,Chase Sherman,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC Fight Night: Rodríguez vs. Caceres,e3feffc4d72085cd5745802796d04798cf6fa00f18e3a9491d1108d2c6b5e72e
Bantamweight,John Lineker,Michael McDonald,KO (punches),1,2:43,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Lightweight,Tony Ferguson,Lando Vannata,Submission (D'Arce choke),2,2:22,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Middleweight,Tim Boetsch,Josh Samman,TKO (punches),2,3:49,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Heavyweight,Daniel Omielańczuk,Aleksei Oleinik,"Decision (majority) (28–28, 29–28, 29–28)",3,5:00,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Welterweight,Keita Nakamura,Kyle Noke,Submission (rear-naked choke),2,4:59,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Flyweight,Louis Smolka,Ben Nguyen,TKO (punches and elbows),2,4:41,,Main card,UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Women's Bantamweight,Katlyn Chookagian,Lauren Murphy,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Middleweight,Sam Alvey,Eric Spicely,Submission (guillotine choke),1,2:43,,Preliminary Card (Fox Sports 1),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Women's Strawweight,Cortney Casey,Cristina Stanciu,TKO (elbows),1,2:36,,Preliminary Card (Fox Sports 1),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Lightweight,Scott Holtzman,Cody Pfister,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (Fox Sports 1),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Bantamweight,Rani Yahya,Matthew Lopez,Submission (arm-triangle choke),3,4:19,,Preliminary Card (UFC Fight Pass),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Middleweight,Alex Nicholson,Devin Clark,KO (punch),1,4:57,,Preliminary Card (UFC Fight Pass),UFC Fight Night: McDonald vs. Lineker,a8bcdfadd677bc2ad63aada2c7725faa80bff4fda698ca43e58a562889ba5b88
Welterweight,Tyron Woodley,Robbie Lawler (c),KO (punches),1,2:12,[a],Main card,UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Women's Strawweight,Karolina Kowalkiewicz,Rose Namajunas,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Main card,UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Welterweight,Jake Ellenberger,Matt Brown,TKO (body kick and punches),1,1:46,,Main card,UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Bantamweight,Érik Pérez,Francisco Rivera,"Decision (unanimous) (30–26, 30–26, 29–28)",3,5:00,,Main card,UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Flyweight,Ryan Benoit,Fredy Serrano,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Main card,UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Light Heavyweight,Nikita Krylov,Ed Herman,KO (head kick),2,0:40,,Preliminary Card (Fox Sports 2),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Welterweight,Jorge Masvidal,Ross Pearson,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary Card (Fox Sports 2),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Heavyweight,Anthony Hamilton,Damian Grabowski,KO (punches),1,0:14,,Preliminary Card (Fox Sports 2),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Flyweight,Wilson Reis,Hector Sandoval,Submission (rear-naked choke),1,1:49,,Preliminary Card (Fox Sports 2),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Welterweight,Michael Graves,Bojan Veličković,"Draw (majority) (30–27, 28–28, 28–28)",3,5:00,,Preliminary Card (UFC Fight Pass),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Lightweight,Damien Brown,Cesar Arzamendia,KO (punches),1,2:27,,Preliminary Card (UFC Fight Pass),UFC 201: Lawler vs. Woodley,206f1a45b0187e09cadcf9700097db3c66424ae1de6191046ce91f023c8976fa
Welterweight,Conor McGregor,Nate Diaz,"Decision (majority) (48–47, 47–47, 48–47)",5,5:00,,Main card,UFC 202: Diaz vs. McGregor 2,f4ed5ca96527b8fe2fdc83c21e20e7223a50ee7432456a40d319e3a3e40a3591
Light Heavyweight,Anthony Johnson,Glover Teixeira,KO (punch),1,0:13,,Main card,UFC 202: Diaz vs. McGregor 2,f4ed5ca96527b8fe2fdc83c21e20e7223a50ee7432456a40d319e3a3e40a3591
Welterweight,Donald Cerrone,Rick Story,TKO (head kick and punches),2,2:02,,Main card,UFC 202: Diaz vs. McGregor 2,f4ed5ca96527b8fe2fdc83c21e20e7223a50ee7432456a40d319e3a3e40a3591
