weight_class,winner,loser,method,round,time,notes,fight_card,event_name,event_id
Heavyweight,Sergei Pavlovich,Curtis Blaydes,TKO (punches),1,3:08,,Main card,UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Middleweight,Bruno Silva,Brad Tavares,TKO (knee and punch),1,3:35,,Main card,UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Lightweight,Bobby Green,Jared Gordon,No Contest (accidental clash of heads),1,4:35,[a],Main card,UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Women's Flyweight,Iasmin Lucindo,Brogan Walker-Sanchez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Welterweight,Jeremiah Wells,Matthew Semelsberger,"Decision (split) (30–27, 28–29, 30–27)",3,5:00,,Main card,UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Lightweight,Christos Giagos,Ricky Glenn,KO (punch),1,1:35,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Bantamweight,Montel Jackson,Rani Yahya,KO (punches),1,3:42,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Women's Featherweight,Norma Dumont,Karol Rosa,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Heavyweight,Mohammad Usman,Junior Tafa,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Catchweight (147 lb),William Gomis,Francis Marshall,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Bantamweight,Brady Hiestand,Danaa Batgerel,TKO (punches),3,4:21,,Preliminary Card (ESPN+),UFC Fight Night: Pavlovich vs. Blaydes,58cb1f65abe0d87d636582d45edbb984fe4c92044d67d3ab8a2a06c7d02d12f3
Featherweight,Max Holloway,Arnold Allen,"Decision (unanimous) (49–46, 49–46, 48–47)",5,5:00,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Featherweight,Edson Barboza,Billy Quarantillo,KO (knee),1,2:37,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Light Heavyweight,Azamat Murzakanov,Dustin Jacoby,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Light Heavyweight,Ion Cuțelaba,Tanner Boser,TKO (punches),1,2:05,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Bantamweight,Pedro Munhoz,Chris Gutiérrez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Lightweight,Rafa García,Clay Guida,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Featherweight,Bill Algeo,T.J. Brown,Submission (rear-naked choke),2,1:40,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Flyweight,Brandon Royval,Matheus Nicolau,KO (knee and elbows),1,2:09,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Light Heavyweight,Zak Cummings,Ed Herman,TKO (punches),3,4:13,[a],Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Women's Strawweight,Gillian Robertson,Piera Rodríguez,Submission (armbar),2,4:21,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Lightweight,Daniel Zellhuber,Lando Vannata,"Decision (unanimous) (29–27, 29–28, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Women's Strawweight,Denise Gomes,Bruna Brasil,TKO (punches),2,2:42,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Bantamweight,Gastón Bolaños,Aaron Phillips,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Catchweight (136.5 lb),Joselyne Edwards,Lucie Pudilová,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC on ESPN: Holloway vs. Allen,bfc867ba2c3df4cf55769a8c90ce2bb2aeefd34b2b5c8942108a7d3c2e864179
Bantamweight,Cory Sandhagen,Marlon Vera,"Decision (split) (47–48, 50–45, 49–46)",5,5:00,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Women's Bantamweight,Holly Holm,Yana Santos,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Featherweight,Nate Landwehr,Austin Lingo,Submission (rear-naked choke),2,4:11,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Women's Flyweight,Maycee Barber,Andrea Lee,"Decision (split) (28–29, 29–28, 30–27)",3,5:00,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Middleweight,Albert Duraev,Chidi Njokuani,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Featherweight,Daniel Pineda,Tucker Lutz,Submission (guillotine choke),2,2:50,,Main card,UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Featherweight,Lucas Alexander,Steven Peterson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN / ESPN+),UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Welterweight,Trevin Giles,Preston Parsons,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary card (ESPN / ESPN+),UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Flyweight,C.J. Vergara,Daniel da Silva,TKO (punches),2,4:04,,Preliminary card (ESPN / ESPN+),UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Flyweight,Victor Altamirano,Vinicius Salvador,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN / ESPN+),UFC on ESPN: Vera vs. Sandhagen,e0d176f4aed4195c411bbd7dd3976e954e4f44e349c30b5531bb68f2a579e75e
Bantamweight,Song Yadong,Ricky Simón,TKO (punches),5,1:10,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Middleweight,Caio Borralho,Michał Oleksiejczuk,Submission (rear-naked choke),2,2:49,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Middleweight,Rodolfo Vieira,Cody Brundage,Submission (arm-triangle choke),2,1:28,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Featherweight,Fernando Padilla,Julian Erosa,TKO (punches),1,1:41,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Heavyweight,Marcos Rogério de Lima,Waldo Cortes-Acosta,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Welterweight,Trey Waters,Joshua Quinlan,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Heavyweight,Martin Buday,Jake Collier,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN2 / ESPN+),UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Flyweight,Cody Durden,Charles Johnson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (ESPN2 / ESPN+),UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Catchweight (140 lb),Irina Alekseeva,Stephanie Egger,Submission (kneebar),1,2:11,,Preliminary Card (ESPN2 / ESPN+),UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Catchweight (140 lb),Marcus McGhee,Journey Newson,Submission (rear-naked choke),2,2:03,,Preliminary Card (ESPN2 / ESPN+),UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Catchweight (137.5 lb),Jamey-Lyn Horth,Hailey Cowan,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN2 / ESPN+),UFC on ESPN: Song vs. Simón,1e43590228dd4bdfce337a7d45f67c32f78c9434eeeca79aedc48d31d55d96f5
Middleweight,Jared Cannonier,Sean Strickland,"Decision (split) (49–46, 46–49, 49–46)",5,5:00,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Lightweight,Arman Tsarukyan,Damir Ismagulov,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Flyweight,Amir Albazi,Alessandro Costa,KO (punches),3,2:13,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Featherweight,Alex Caceres,Julian Erosa,TKO (head kick and punches),1,3:04,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Lightweight,Drew Dober,Bobby Green,KO (punch),2,2:45,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Middleweight,Michał Oleksiejczuk,Cody Brundage,KO (punches),1,3:16,,Main card,UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Women's Strawweight,Cory McKenna,Cheyanne Vlismas,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Welterweight,Matthew Semelsberger,Jake Matthews,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Bantamweight,Said Nurmagomedov,Saidyokub Kakhramonov,Submission (ninja choke),2,3:50,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Catchweight (158.5 lb),Rafa García,Hayisaer Maheshate,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Welterweight,Rinat Fakhretdinov,Bryan Battle,"Decision (unanimous) (30–25, 30–25, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Flyweight,Manel Kape,David Dvořák,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Bantamweight,Sergey Morozov,Journey Newson,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Cannonier vs. Strickland,31397b44146d2570be8e9927fd24c992ca761a227826c7d193bd44b3a5083e4e
Lightweight,Islam Makhachev (c),Alexander Volkanovski,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00,[a],Main card,UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Featherweight,Yair Rodríguez,Josh Emmett,Submission (triangle choke),2,4:19,[b],Main card,UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Welterweight,Jack Della Maddalena,Randy Brown,Submission (rear-naked choke),1,2:13,,Main card,UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Heavyweight,Justin Tafa,Parker Porter,KO (punch),1,1:06,,Main card,UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Light Heavyweight,Jimmy Crute,Alonzo Menifield,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00,[c],Main card,UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Light Heavyweight,Modestas Bukauskas,Tyson Pedro,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN / ESPN+),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Featherweight,Joshua Culibao,Melsik Baghdasaryan,Submission (rear-naked choke),2,2:02,,Preliminary card (ESPN / ESPN+),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Catchweight (127 lb),Kleydson Rodrigues,Shannon Ross,TKO (punches),1,0:59,,Preliminary card (ESPN / ESPN+),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Lightweight,Jamie Mullarkey,Francisco Prado,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN / ESPN+),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Featherweight,Jack Jenkins,Don Shainis,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Women's Strawweight,Loma Lookboonmee,Elise Reed,Submission (rear-naked choke),2,0:44,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Featherweight,Blake Bilder,Shane Young,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Catchweight (157.5 lb),Elves Brener,Zubaira Tukhugov,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 284: Makhachev vs. Volkanovski,ce40cb6b82744f27a5062260ab048c0f07b7cd588bacdeaa3b975874474616c7
Heavyweight,Sergey Spivak,Derrick Lewis,Submission (arm-triangle choke),1,3:05,,Main card,UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Light Heavyweight,Devin Clark,Jung Da-un,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Heavyweight,Marcin Tybura,Blagoy Ivanov,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Main card,UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Featherweight,Choi Doo-ho,Kyle Nelson,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00,[a],Main card,UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Welterweight,Adam Fugitt,Yusaku Kinoshita,TKO (elbows),1,4:36,,Main card,UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Lightweight,Anshul Jubli,Jeka Saragih,TKO (punches and elbows),2,3:44,[b],Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Featherweight,Lee Jeong-yeong,Yi Zha,"Decision (split) (27–30, 29–28, 29–28)",3,5:00,[c],Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Bantamweight,Rinya Nakamura,Toshiomi Kazama,KO (punch),1,0:33,[d],Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Flyweight,Park Hyun-sung,Choi Seung-guk,Submission (rear-naked choke),3,3:11,[e],Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Middleweight,Park Jun-yong,Denis Tiuliulin,Technical submission (rear-naked choke),1,4:05,,Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Flyweight,Tatsuro Taira,Jesús Santos Aguilar,Submission (triangle armbar),1,4:20,,Preliminary card (ESPN+),UFC Fight Night: Lewis vs. Spivak,335afc512dcb1bcfd63d6bb569b9f6b1f425fa80afca90bea13f9f3a26fe391b
Heavyweight,Jon Jones,Ciryl Gane,Submission (guillotine choke),1,2:04,[a],Main card,UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Women's Flyweight,Alexa Grasso,Valentina Shevchenko (c),Submission (face crank),4,4:34,[b],Main card,UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Catchweight (175 lb),Shavkat Rakhmonov,Geoff Neal,Submission (rear-naked choke),3,4:17,,Main card,UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Lightweight,Mateusz Gamrot,Jalin Turner,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,,Main card,UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Middleweight,Bo Nickal,Jamie Pickett,Submission (arm-triangle choke),1,2:54,,Main card,UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Bantamweight,Cody Garbrandt,Trevin Jones,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (ESPNews / ESPN+),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Middleweight,Dricus du Plessis,Derek Brunson,TKO (corner stoppage),2,4:59,,Preliminary card (ESPNews / ESPN+),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Women's Flyweight,Amanda Ribas,Viviane Araújo,"Decision (unanimous) (29–27, 30–26, 30–27)",3,5:00,,Preliminary card (ESPNews / ESPN+),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Middleweight,Marc-André Barriault,Julian Marquez,TKO (punches),2,4:12,,Preliminary card (ESPNews / ESPN+),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Welterweight,Ian Garry,Song Kenan,TKO (punches),3,4:22,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Catchweight (137 lb),Cameron Saaiman,Leomana Martinez,"Decision (majority) (29–26, 28–27, 28–28)",3,5:00,[c],Early preliminary card (ESPN+ / UFC Fight Pass),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Women's Strawweight,Tabatha Ricci,Jessica Penne,Submission (armbar),2,2:14,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Bantamweight,Farid Basharat,Da’Mon Blackshear,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Lightweight,Loik Radzhabov,Esteban Ribovics,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 285: Jones vs. Gane,6e1c3771d3f9ddd68351f68afc407e8d191d4aa60eed637dfb7ce0b325081f94
Bantamweight,Merab Dvalishvili,Petr Yan,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Heavyweight,Alexander Volkov,Alexander Romanov,TKO (punches),1,2:16,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Catchweight (215 lb),Nikita Krylov,Ryan Spann,Submission (triangle choke),1,3:38,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Bantamweight,Jonathan Martinez,Said Nurmagomedov,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Bantamweight,Mario Bautista,Guido Cannetti,Submission (rear-naked choke),1,3:18,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Light Heavyweight,Vitor Petrino,Anton Turkalj,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,,Main card,UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Heavyweight,Karl Williams,Łukasz Brzeski,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Bantamweight,Davey Grant,Raphael Assunção,Technical Submission (inverted triangle choke),3,4:43,[a],Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Middleweight,Josh Fremd,Sedriques Dumas,Submission (guillotine choke),2,3:00,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Bantamweight,Victor Henry,Tony Gravely,"Decision (split) (30–27, 28–29, 29–28)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Women's Flyweight,Ariane Lipski,JJ Aldrich,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Flyweight,Bruno Gustavo da Silva,Tyson Nam,Technical Submission (rear-naked choke),2,1:23,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Catchweight (177 lb),Carlston Harris,Jared Gooden,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN+),UFC Fight Night: Yan vs. Dvalishvili,552cb318ba795330de3b5f28c2a53ca7bd86186a0328650d0438636ccf5977db
Middleweight,Brendan Allen,André Muniz,Submission (rear-naked choke),3,4:25,,Main card,UFC Fight Night: Muniz vs. Allen,c1a6307ea5d9a56f47e3271221b55336730ff2a3626a3b84c5b2e1ad55525692
